id	name	namespace	T4_mean	T7_mean	T4A	T4B	T4C	T7A	T7B	T7C
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	19.548866666666665	11.509833333333333	19.7291	19.6073	19.3102	10.0897	12.831	11.6088
GO:0000213	tRNA-intron endonuclease activity	molecular_function	0.1569565	0.2599883333333333	1e-5	0.0597915	0.411078	1e-5	0.514297	0.265668
GO:0000286	alanine dehydrogenase activity	molecular_function	0.06635803333333333	0.179118	0.0743471	0.124727	1e-5	0.103745	0.321908	0.111701
GO:0000287	magnesium ion binding	molecular_function	2784.41	1242.7716666666665	2674.32	2775.35	2903.56	1421.82	1511.25	795.245
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	0.11508066666666666	0.15452666666666667	0.235621	0.109621	1e-5	0.227832	0.235748	1e-5
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function	1e-5	0.0252357	1e-5	1e-5	1e-5	1e-5	1e-5	0.0757071
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	58.42183333333333	51.134433333333334	75.7606	58.7978	40.7071	68.8548	55.9641	28.5844
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	172.68733333333333	37.411289999999994	139.034	158.846	220.182	34.9726	68.698	8.56327
GO:0000908	taurine dioxygenase activity	molecular_function	1e-5	0.023080733333333336	1e-5	1e-5	1e-5	1e-5	1e-5	0.0692422
GO:0000986	bacterial-type RNA polymerase core promoter proximal region sequence-specific DNA binding	molecular_function	0.060656999999999996	0.27290533333333333	0.181971	1e-5	1e-5	0.668882	1e-5	0.149834
GO:0000987	core promoter proximal region sequence-specific DNA binding	molecular_function	1e-5	0.388847	1e-5	1e-5	1e-5	0.261482	1e-5	0.905059
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	1e-5	0.08716066666666666	1e-5	1e-5	1e-5	0.261482	1e-5	1e-5
GO:0001047	core promoter binding	molecular_function	1e-5	0.020156166666666666	1e-5	1e-5	1e-5	1e-5	1e-5	0.0604685
GO:0001071	nucleic acid binding transcription factor activity	molecular_function	1e-5	0.058459333333333335	1e-5	1e-5	1e-5	1e-5	1e-5	0.175378
GO:0001141	transcriptional repressor activity, bacterial-type RNA polymerase core promoter proximal region sequence-specific binding	molecular_function	0.023111533333333333	0.051152666666666666	0.0693346	1e-5	1e-5	0.096708	1e-5	0.05675
GO:0001671	ATPase activator activity	molecular_function	1e-5	0.0311092	1e-5	1e-5	1e-5	1e-5	1e-5	0.0933276
GO:0001727	lipid kinase activity	molecular_function	1e-5	0.10024133333333334	1e-5	1e-5	1e-5	0.300724	1e-5	1e-5
GO:0002161	aminoacyl-tRNA editing activity	molecular_function	234.98366666666666	154.496	215.155	249.055	240.741	136.511	160.214	166.763
GO:0002935	tRNA (adenine-C2-)-methyltransferase activity	molecular_function	32.7	7.315236666666666	33.2572	31.5624	33.2804	8.76191	11.4019	1.7819
GO:0003676	nucleic acid binding	molecular_function	1793.0666666666666	714.8553333333333	1797.61	1624.62	1956.97	765.785	952.349	426.432
GO:0003677	DNA binding	molecular_function	11757.133333333333	6259.516666666666	13105.3	10927.4	11238.7	6810.64	8558.09	3409.82
GO:0003678	DNA helicase activity	molecular_function	60.19083333333334	17.976566666666667	49.3182	62.6454	68.6089	15.4146	22.9156	15.5995
GO:0003684	damaged DNA binding	molecular_function	330.12933333333336	188.80333333333334	340.72	326.323	323.345	239.93	227.423	99.057
GO:0003688	DNA replication origin binding	molecular_function	28.172966666666667	26.268900000000002	28.9412	31.0386	24.5391	35.2201	28.7931	14.7935
GO:0003689	DNA clamp loader activity	molecular_function	0.126183	0.44357766666666665	0.179513	1e-5	0.199036	0.305686	0.741224	0.283823
GO:0003690	double-stranded DNA binding	molecular_function	138.918	46.09036666666667	162.839	126.758	127.157	50.944	69.1489	18.1782
GO:0003697	single-stranded DNA binding	molecular_function	790.1783333333334	315.32933333333335	709.364	793.898	867.273	313.188	384.875	247.925
GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	2532.673333333333	1184.9233333333334	2758.4	2382.33	2457.29	1412.67	1497.58	644.52
GO:0003723	RNA binding	molecular_function	4066.4666666666667	1744.2933333333333	4191.3	3956.09	4052.01	1872.97	2082.17	1277.74
GO:0003725	double-stranded RNA binding	molecular_function	53.913133333333334	22.442866666666667	59.8513	52.1039	49.7842	22.1506	33.4815	11.6965
GO:0003729	mRNA binding	molecular_function	201.038	64.4793	151.556	219.958	231.6	38.3799	68.476	86.582
GO:0003735	structural constituent of ribosome	molecular_function	35247.200000000004	11961.473333333333	37654.3	33481.8	34605.5	10951.1	16703.6	8229.72
GO:0003743	translation initiation factor activity	molecular_function	562.471	248.592	615.502	534.449	537.462	255.318	285.346	205.112
GO:0003746	translation elongation factor activity	molecular_function	2189.32	936.2123333333334	2119.63	2178.25	2270.08	923.849	1109.04	775.748
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	334.5966666666667	91.64403333333333	343.008	311.732	349.05	106.437	140.255	28.2401
GO:0003756	protein disulfide isomerase activity	molecular_function	1e-5	0.02713953333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.0814186
GO:0003774	motor activity	molecular_function	400.44433333333336	41.61626666666667	330.471	413.752	457.11	47.2098	61.3966	16.2424
GO:0003796	lysozyme activity	molecular_function	0.0322311	0.04842166666666667	0.0966933	1e-5	1e-5	1e-5	1e-5	0.145265
GO:0003824	catalytic activity	molecular_function	2525.62	1173.9356666666667	2406.11	2502.15	2668.6	1318.74	1503.87	699.197
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	0.04080163333333334	0.10057566666666666	0.0482173	1e-5	0.0741876	1e-5	0.139181	0.162546
GO:0003839	gamma-glutamylcyclotransferase activity	molecular_function	0.9594903333333333	1.0552666666666668	0.915255	0.477746	1.48547	1.69992	1.46588	1e-5
GO:0003840	gamma-glutamyltransferase activity	molecular_function	1e-5	0.015181933333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.0455458
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	116.086	27.110766666666667	121.998	110.111	116.149	28.0874	47.2479	5.997
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular_function	3.365963333333333	8.115273333333333	4.34188	3.206	2.55001	8.30773	7.17812	8.85997
GO:0003844	1,4-alpha-glucan branching enzyme activity	molecular_function	27.4012	3.10065	28.5431	28.2393	25.4212	3.84514	4.09104	1.36577
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	27.217233333333333	9.261709999999999	25.2294	24.0066	32.4157	9.93977	13.559	4.28636
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	50.691700000000004	23.50185	55.465	45.198	51.4121	32.7505	33.5688	4.18625
GO:0003852	2-isopropylmalate synthase activity	molecular_function	41.823233333333334	14.784616666666667	33.2226	40.8152	51.4319	17.482	21.0982	5.77365
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	17.656566666666667	4.7548699999999995	19.5741	16.335	17.0606	4.24162	8.26109	1.7619
GO:0003856	3-dehydroquinate synthase activity	molecular_function	44.851933333333335	9.887749999999999	30.753	42.1504	61.6524	9.45835	18.1819	2.023
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular_function	0.0052820333333333325	0.05756833333333333	0.0158461	1e-5	1e-5	1e-5	1e-5	0.172705
GO:0003861	3-isopropylmalate dehydratase activity	molecular_function	108.74956666666667	29.577626666666667	61.9517	109.228	155.069	32.7989	50.8153	5.11868
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular_function	43.81483333333333	10.123529999999999	32.7794	42.2949	56.3702	10.3715	16.5553	3.44379
GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	molecular_function	2.72743	54.728233333333336	1.69925	3.02157	3.46147	14.7641	6.9546	142.466
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	27.835933333333333	22.776666666666667	29.5198	29.2347	24.7533	18.6951	17.4858	32.1491
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	143.25766666666667	40.171566666666664	140.053	144.795	144.925	52.7328	54.9409	12.841
GO:0003867	4-aminobutyrate transaminase activity	molecular_function	1e-5	0.03384146666666667	1e-5	1e-5	1e-5	0.079748	1e-5	0.0217764
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	0.1288311	0.073655	0.238726	0.0837516	0.0640157	0.0580519	0.120138	0.0427751
GO:0003872	6-phosphofructokinase activity	molecular_function	578.5533333333334	329.818	447.485	655.397	632.778	315.56	427.652	246.242
GO:0003879	ATP phosphoribosyltransferase activity	molecular_function	2.3033466666666667	1.7046883333333334	1.29614	1.15314	4.46076	1.07263	0.569185	3.47225
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular_function	1e-5	0.013432033333333334	1e-5	1e-5	1e-5	1e-5	1e-5	0.0402961
GO:0003883	CTP synthase activity	molecular_function	76.65213333333334	59.29943333333333	66.9073	86.6934	76.3557	43.9147	48.9384	85.0452
GO:0003886	DNA (cytosine-5-)-methyltransferase activity	molecular_function	1e-5	0.04737666666666667	1e-5	1e-5	1e-5	0.14213	1e-5	1e-5
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	367.41766666666666	236.802	374.082	360.568	367.603	249.633	251.833	208.94
GO:0003896	DNA primase activity	molecular_function	164.58366666666666	54.897333333333336	163.844	154.94	174.967	60.9245	71.8558	31.9117
GO:0003899	DNA-directed RNA polymerase activity	molecular_function	571.3596666666667	273.7393333333333	520.565	573.32	620.194	219.41	286.284	315.524
GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function	0.024357900000000002	0.204722	1e-5	0.0730737	1e-5	0.151828	0.196403	0.265935
GO:0003906	DNA-(apurinic or apyrimidinic site) lyase activity	molecular_function	136.49333333333334	55.05983333333334	180.632	116.585	112.263	64.016	57.4055	43.758
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular_function	4.79825	1.21434	5.54017	3.04457	5.81001	2.62726	1.01576	1e-5
GO:0003909	DNA ligase activity	molecular_function	1e-5	0.14176366666666668	1e-5	1e-5	1e-5	0.33505	1e-5	0.090241
GO:0003910	DNA ligase (ATP) activity	molecular_function	0.11893386666666668	0.09634966666666667	0.126316	0.0847716	0.145714	0.117502	0.060769	0.110778
GO:0003911	DNA ligase (NAD+) activity	molecular_function	27.222666666666665	12.474400000000001	29.0036	27.3688	25.2956	12.25	13.9555	11.2177
GO:0003917	DNA topoisomerase type I activity	molecular_function	65.99183333333333	26.66036666666667	62.5986	68.563	66.8139	22.6093	31.9729	25.3989
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular_function	142.40566666666666	67.96386666666666	136.825	141.39	149.002	72.4523	79.4752	51.9641
GO:0003919	FMN adenylyltransferase activity	molecular_function	50.147733333333335	20.427766666666667	49.7851	46.7158	53.9423	21.7148	25.8023	13.7662
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	100.03413333333333	52.20173333333334	84.3984	105.863	109.841	43.3631	57.3625	55.8796
GO:0003924	GTPase activity	molecular_function	1844.21	657.875	1667.25	1842.85	2022.53	623.205	833.978	516.442
GO:0003933	GTP cyclohydrolase activity	molecular_function	0.6958283333333333	0.03870406666666667	0.801358	0.671163	0.614964	0.0558868	1e-5	0.0602254
GO:0003934	GTP cyclohydrolase I activity	molecular_function	82.12913333333333	39.094166666666666	84.8721	80.2505	81.2648	39.3276	54.1174	23.8375
GO:0003935	GTP cyclohydrolase II activity	molecular_function	31.06996666666667	8.786866666666667	26.5774	30.5943	36.0382	9.7049	14.1421	2.5136
GO:0003937	IMP cyclohydrolase activity	molecular_function	27.154466666666668	2.27337	16.8718	28.0121	36.5795	2.16578	2.87719	1.77714
GO:0003938	IMP dehydrogenase activity	molecular_function	142.594	83.93033333333334	125.963	159.396	142.423	77.2617	98.2007	76.3286
GO:0003939	L-iditol 2-dehydrogenase activity	molecular_function	27.796599999999998	8.847046666666667	38.7121	23.4366	21.2411	11.3134	14.1858	1.04194
GO:0003941	L-serine ammonia-lyase activity	molecular_function	1e-5	0.14646633333333334	1e-5	1e-5	1e-5	0.127967	1e-5	0.311432
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular_function	32.24466666666667	8.263343333333333	31.0709	30.8451	34.818	11.4758	9.99179	3.32244
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	molecular_function	52.30283333333333	13.099969999999999	46.7054	53.322	56.881100000000004	14.147	15.8037	9.34921
GO:0003951	NAD+ kinase activity	molecular_function	138.04	65.64763333333333	161.323	128.384	124.413	71.8881	86.9837	38.0711
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	58.9553	82.6249	58.1782	61.0458	57.6419	67.867	71.3757	108.632
GO:0003954	NADH dehydrogenase activity	molecular_function	22.5569	36.11253333333333	31.5373	21.1058	15.0276	39.1071	53.0885	16.142
GO:0003957	NAD(P)+ transhydrogenase (B-specific) activity	molecular_function	0.017236633333333334	0.055816366666666666	0.0517099	1e-5	1e-5	0.07208	1e-5	0.0953691
GO:0003960	NADPH:quinone reductase activity	molecular_function	1e-5	0.019427033333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.0582811
GO:0003961	O-acetylhomoserine aminocarboxypropyltransferase activity	molecular_function	27.1814	7.587243333333333	19.0933	26.6286	35.8223	9.78537	11.5092	1.46716
GO:0003962	cystathionine gamma-synthase activity	molecular_function	1e-5	0.016024466666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.0480734
GO:0003963	RNA-3'-phosphate cyclase activity	molecular_function	0.21099933333333332	0.23528466666666667	0.112022	0.175555	0.345421	0.208752	0.216099	0.281003
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	121.97166666666666	37.714666666666666	104.702	129.738	131.475	39.6301	49.9847	23.5292
GO:0003978	UDP-glucose 4-epimerase activity	molecular_function	53.31746666666667	17.788013333333332	57.7405	55.1477	47.0642	23.1202	27.4436	2.80024
GO:0003979	UDP-glucose 6-dehydrogenase activity	molecular_function	28.41303333333333	6.545036666666666	28.7812	27.1053	29.3526	7.76041	9.02206	2.85264
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	molecular_function	42.51743333333334	10.409253333333334	50.4016	36.3595	40.7912	10.0443	17.7693	3.41416
GO:0003984	acetolactate synthase activity	molecular_function	182.69333333333333	50.759766666666664	134.24	186.901	226.939	56.9879	82.7444	12.547
GO:0003985	acetyl-CoA C-acetyltransferase activity	molecular_function	2.0280466666666666	10.25845	1.57853	2.2474	2.25821	2.51143	2.18932	26.0746
GO:0003987	acetate-CoA ligase activity	molecular_function	0.29763666666666666	0.3721226666666667	0.431271	1e-5	0.461639	0.128914	0.603863	0.383591
GO:0003988	acetyl-CoA C-acyltransferase activity	molecular_function	0.020890933333333334	0.04509473333333333	0.0626728	1e-5	1e-5	0.0881829	1e-5	0.0471013
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	80.56746666666666	39.213033333333335	56.9319	85.102	99.6685	28.977	46.0647	42.5974
GO:0003991	acetylglutamate kinase activity	molecular_function	7.83013	2.312590333333333	6.24664	5.11625	12.1275	3.07382	2.99197	0.871981
GO:0003992	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	molecular_function	10.780943333333333	2.23841	6.43101	7.58762	18.3242	1.84282	3.50888	1.36353
GO:0003993	acid phosphatase activity	molecular_function	66.35026666666667	21.62653333333333	73.7884	58.2092	67.0532	22.903	21.6924	20.2842
GO:0003994	aconitate hydratase activity	molecular_function	26.6425	9.12467	26.7353	26.7358	26.4564	13.5628	12.6957	1.11551
GO:0003995	acyl-CoA dehydrogenase activity	molecular_function	0.10518766666666667	0.08989106666666666	0.315563	1e-5	1e-5	0.0908442	1e-5	0.178829
GO:0003999	adenine phosphoribosyltransferase activity	molecular_function	105.19200000000001	76.50386666666667	109.704	105.061	100.811	56.7846	84.4916	88.2354
GO:0004000	adenosine deaminase activity	molecular_function	1e-5	0.009511	1e-5	1e-5	1e-5	1e-5	1e-5	0.028533
GO:0004003	ATP-dependent DNA helicase activity	molecular_function	105.99266666666666	38.9592	111.02	101.29	105.668	45.9459	49.5754	21.3563
GO:0004004	ATP-dependent RNA helicase activity	molecular_function	0.04986666666666667	0.10227166666666666	0.1496	1e-5	1e-5	0.14619	1e-5	0.160625
GO:0004008	copper-exporting ATPase activity	molecular_function	4.3635633333333335	11.689493333333333	6.52706	3.93105	2.63258	12.8348	6.2729799999999996	15.9607
GO:0004013	adenosylhomocysteinase activity	molecular_function	104.31583333333333	34.6567	89.4905	115.536	107.921	38.2366	44.5623	21.1712
GO:0004014	adenosylmethionine decarboxylase activity	molecular_function	832.8206666666666	202.41433333333333	1032.77	738.062	727.63	237.286	260.647	109.31
GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	molecular_function	0.646594	0.2230889	0.501964	0.726831	0.710987	0.488592	0.0762647	0.10441
GO:0004016	adenylate cyclase activity	molecular_function	0.0089902	1e-5	0.0269706	1e-5	1e-5	1e-5	1e-5	1e-5
GO:0004017	adenylate kinase activity	molecular_function	73.69120000000001	32.510933333333334	57.0135	64.3065	99.7536	19.5207	24.1066	53.9055
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular_function	55.6452	15.762343333333334	55.8304	53.1651	57.9401	16.5587	23.2638	7.46453
GO:0004019	adenylosuccinate synthase activity	molecular_function	115.12066666666666	38.068266666666666	103.879	129.331	112.152	38.9489	42.6664	32.5895
GO:0004020	adenylylsulfate kinase activity	molecular_function	56.15806666666666	14.536219333333333	41.2491	53.4032	73.8219	16.2624	27.1204	0.225858
GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity	molecular_function	1e-5	0.014882166666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.0446465
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular_function	57.5907	8.913861333333335	34.2944	65.9282	72.5495	9.79498	16.1959	0.750704
GO:0004029	aldehyde dehydrogenase (NAD) activity	molecular_function	3.365963333333333	8.296133333333334	4.34188	3.206	2.55001	8.50823	7.17812	9.20205
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	7.2083200000000005	1.5546896666666667	7.20601	6.99288	7.42607	1.49279	2.94146	0.229819
GO:0004033	aldo-keto reductase (NADP) activity	molecular_function	0.038063	0.019508066666666667	0.114189	1e-5	1e-5	1e-5	1e-5	0.0585242
GO:0004034	aldose 1-epimerase activity	molecular_function	1e-5	0.018187533333333335	1e-5	1e-5	1e-5	1e-5	1e-5	0.0545626
GO:0004038	allantoinase activity	molecular_function	0.0315951	0.006383866666666667	0.0947853	1e-5	1e-5	1e-5	1e-5	0.0191516
GO:0004040	amidase activity	molecular_function	0.09173513333333333	1.153114	0.0478939	0.144693	0.0826185	0.83776	0.933472	1.68811
GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	molecular_function	13.333166666666667	2.6609233333333333	11.9995	12.9854	15.0146	2.72961	4.14886	1.1043
GO:0004044	amidophosphoribosyltransferase activity	molecular_function	16.953733333333332	1.9575133333333334	15.4024	20.3495	15.1093	1.30908	2.69591	1.86755
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular_function	21.735	10.259873333333333	21.9274	22.0775	21.2001	10.0405	14.3745	6.36462
GO:0004047	aminomethyltransferase activity	molecular_function	64.3121	107.58463333333333	46.756100000000004	80.3797	65.8005	115.231	83.1919	124.331
GO:0004048	anthranilate phosphoribosyltransferase activity	molecular_function	76.1639	31.280920000000002	67.108	64.4137	96.97	61.0337	28.4774	4.33166
GO:0004049	anthranilate synthase activity	molecular_function	61.25983333333333	11.303133333333333	92.2143	39.9968	51.5684	23.5143	8.84292	1.55218
GO:0004055	argininosuccinate synthase activity	molecular_function	10.086916666666667	1.7581466666666665	8.54216	6.41909	15.2995	1.64106	2.45821	1.17517
GO:0004056	argininosuccinate lyase activity	molecular_function	9.141960000000001	1.98951	6.69098	7.671	13.0639	1.24525	2.88611	1.83717
GO:0004061	arylformamidase activity	molecular_function	10.498863333333333	12.63231	8.93229	10.8371	11.7272	8.93453	13.0764	15.886
GO:0004065	arylsulfatase activity	molecular_function	1e-5	0.020742133333333333	1e-5	1e-5	1e-5	0.0299506	1e-5	0.0322758
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	0.4207456666666667	0.2741633333333333	0.58155	0.239665	0.441022	0.393102	0.294744	0.134644
GO:0004067	asparaginase activity	molecular_function	9.325026666666666	21.9054	14.2585	8.85206	4.86452	17.6332	18.1148	29.9682
GO:0004068	aspartate 1-decarboxylase activity	molecular_function	53.1237	37.610866666666666	53.1722	50.9581	55.2408	38.7524	41.5762	32.504
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	molecular_function	71.81523333333334	41.6646	91.9904	63.9703	59.485	45.1778	29.3386	50.4774
GO:0004070	aspartate carbamoyltransferase activity	molecular_function	13.012266666666667	5.768783333333333	16.1536	12.5279	10.3553	8.27571	6.44138	2.58926
GO:0004071	aspartate-ammonia ligase activity	molecular_function	48.550333333333334	26.5435	42.8385	51.4781	51.3344	28.164	40.0307	11.4358
GO:0004072	aspartate kinase activity	molecular_function	53.08913333333333	9.43599	48.8094	53.2435	57.2145	11.6974	14.9357	1.67487
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular_function	24.321033333333332	6.678686666666667	25.8035	25.7057	21.4539	9.45118	7.94898	2.6359
GO:0004075	biotin carboxylase activity	molecular_function	0.24667466666666668	0.273762	0.346511	0.130934	0.262579	0.422421	0.175073	0.223792
GO:0004076	biotin synthase activity	molecular_function	1.1167773333333333	0.188878	1.82951	0.879272	0.64155	0.219803	0.287043	0.059788
GO:0004077	biotin-[acetyl-CoA-carboxylase] ligase activity	molecular_function	79.48396666666666	210.35633333333334	71.541	89.5301	77.3808	339.463	176.381	115.225
GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular_function	30.911733333333334	6.225356666666666	27.3906	32.6151	32.7295	6.90132	9.60753	2.16722
GO:0004089	carbonate dehydratase activity	molecular_function	0.4514226666666667	0.27717366666666665	0.848346	0.113919	0.392003	0.412813	0.229307	0.189401
GO:0004096	catalase activity	molecular_function	1e-5	0.015343966666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.0460319
GO:0004106	chorismate mutase activity	molecular_function	0.284309	0.18143666666666666	0.432759	0.420168	1e-5	0.306859	1e-5	0.237451
GO:0004107	chorismate synthase activity	molecular_function	67.48493333333333	16.937443333333334	73.5215	57.087	71.8463	18.0742	26.1658	6.57233
GO:0004108	citrate (Si)-synthase activity	molecular_function	1e-5	0.006894233333333333	1e-5	1e-5	1e-5	1e-5	1e-5	0.0206827
GO:0004109	coproporphyrinogen oxidase activity	molecular_function	9.702943333333334	2.9021576666666666	8.56095	10.8358	9.71208	2.98933	5.12201	0.595133
GO:0004112	cyclic-nucleotide phosphodiesterase activity	molecular_function	1e-5	0.03305756666666666	1e-5	1e-5	1e-5	0.049932699999999997	1e-5	0.04924
GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	molecular_function	35.147666666666666	18.025466666666667	39.7342	30.2323	35.4765	20.1844	21.541	12.351
GO:0004121	cystathionine beta-lyase activity	molecular_function	1e-5	0.036278733333333334	1e-5	1e-5	1e-5	0.0854314	1e-5	0.0234048
GO:0004124	cysteine synthase activity	molecular_function	1282.91	538.9113666666667	1106.34	1283.43	1458.96	651.524	951.259	13.9511
GO:0004125	L-seryl-tRNASec selenium transferase activity	molecular_function	15.052166666666666	14.9702	17.0092	14.8082	13.3391	13.8159	16.9223	14.1724
GO:0004126	cytidine deaminase activity	molecular_function	58.152033333333335	15.1453	59.8113	56.106	58.5388	12.621	22.0696	10.7453
GO:0004127	cytidylate kinase activity	molecular_function	143.13633333333334	46.854166666666664	148.496	149.503	131.41	41.3772	70.0256	29.1597
GO:0004129	cytochrome-c oxidase activity	molecular_function	1e-5	0.06553166666666667	1e-5	1e-5	1e-5	1e-5	1e-5	0.196595
GO:0004130	cytochrome-c peroxidase activity	molecular_function	1e-5	0.09009566666666667	1e-5	1e-5	1e-5	0.071674	1e-5	0.198613
GO:0004133	glycogen debranching enzyme activity	molecular_function	1e-5	0.076097	1e-5	1e-5	1e-5	0.148355	1e-5	0.079936
GO:0004134	4-alpha-glucanotransferase activity	molecular_function	29.6179	5.111486666666666	30.4393	28.7723	29.6421	6.03654	8.18431	1.11361
GO:0004135	amylo-alpha-1,6-glucosidase activity	molecular_function	29.6179	5.103103333333333	30.4393	28.7723	29.6421	6.03654	8.18431	1.08846
GO:0004139	deoxyribose-phosphate aldolase activity	molecular_function	68.52086666666666	27.2387	77.8534	53.9873	73.7219	23.142	36.7928	21.7813
GO:0004140	dephospho-CoA kinase activity	molecular_function	34.6217	14.501833333333332	33.8897	34.8163	35.1591	12.4949	18.9319	12.0787
GO:0004141	dethiobiotin synthase activity	molecular_function	0.47276433333333334	0.027698533333333334	0.781631	0.296787	0.339875	1e-5	1e-5	0.0830956
GO:0004146	dihydrofolate reductase activity	molecular_function	87.73756666666667	20.439576666666667	69.4259	97.9612	95.8256	21.8931	34.7584	4.66723
GO:0004148	dihydrolipoyl dehydrogenase activity	molecular_function	2.8618866666666665	2.6162533333333333	2.71446	2.96503	2.90617	3.26326	2.76564	1.81986
