id	name	namespace	T4_mean	T4A	T4B	T4C	T4A_n_peptide	T4B_n_peptide	T4C_n_peptide	T4A_n_samp_children	T4B_n_samp_children	T4C_n_samp_children
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	4.1759653528061165	4.644126762053358	3.4658996382624783	4.18368087216834	3.0	3.0	3.0	2.0	2.0	2.0
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	5.86843572692312	6.243375851427515	5.877690270553295	5.347208541502995	1.0	1.0	1.0	0.0	0.0	0.0
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	7.43201845441704	7.119293919005867	7.311484950881707	7.782552722381924	1.0	1.0	1.0	0.0	0.0	0.0
GO:0000908	taurine dioxygenase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0000976	transcription regulatory region sequence-specific DNA binding	molecular_function	-4.042310209460133	-2.457981717589339	-14.609640474436812	-14.609640474436812	4.0	4.0	4.0	3.0	3.0	3.0
GO:0000986	bacterial-type cis-regulatory region sequence-specific DNA binding	molecular_function	-4.043023489011018	-2.458219542758993	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0001047	core promoter sequence-specific DNA binding	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0001071	DNA-binding transcription factor activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0001141	DNA-binding transcription repressor activity	molecular_function	-5.434827116856866	-3.850280710554277	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0001671	ATPase activator activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0001727	lipid kinase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0001882	nucleoside binding	molecular_function	11.455755723061992	11.32730804443584	11.46822177832915	11.562112752360232	3.0	3.0	3.0	2.0	2.0	2.0
GO:0002161	aminoacyl-tRNA editing activity	molecular_function	7.876416670658912	7.749232557327443	7.960320564458366	7.911338054310456	1.0	1.0	1.0	0.0	0.0	0.0
GO:0002935	tRNA (adenine-C2-)-methyltransferase activity	molecular_function	5.03121873061072	5.055594804818647	4.980135006716934	5.056600868346787	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003674	molecular_function	molecular_function	18.12702586182929	18.114294035070525	18.13472054227545	18.131977928423506	1438.0	1438.0	1438.0	12.0	12.0	12.0
GO:0003676	nucleic acid binding	molecular_function	15.033488521920251	15.061165798472388	14.972602432534947	15.064820532975821	33.0	33.0	33.0	6.0	6.0	6.0
GO:0003677	DNA binding	molecular_function	13.714479800474946	13.849767139717724	13.620142907600824	13.663059378323855	14.0	14.0	14.0	5.0	5.0	5.0
GO:0003678	DNA helicase activity	molecular_function	7.223398116075937	7.083508550053878	7.288648604077487	7.288480658200167	6.0	6.0	6.0	2.0	2.0	2.0
GO:0003684	damaged DNA binding	molecular_function	8.366887523349918	8.412442824775614	8.350156865272357	8.336930491420832	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003688	DNA replication origin binding	molecular_function	4.8162395851154445	4.855052837011222	4.955991580936642	4.617010432341842	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003689	DNA clamp loader activity	molecular_function	-2.9863724278308235	-2.477839769744815	-16.609640474436812	-2.328898697665084	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003690	double-stranded DNA binding	molecular_function	8.041705939458867	8.174705602305147	8.011387508692575	7.928021214914121	9.0	9.0	9.0	2.0	2.0	2.0
GO:0003697	single-stranded DNA binding	molecular_function	9.626034477977043	9.470382305585826	9.632809851617775	9.760342385933189	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003700	DNA-binding transcription factor activity	molecular_function	11.306458462340323	11.429652227044851	11.218157559666384	11.262852419650825	2.0	2.0	2.0	0.0	0.0	0.0
GO:0003723	RNA binding	molecular_function	14.159576126053462	14.105177324742925	14.130436485596425	14.239551212043553	16.0	16.0	16.0	8.0	8.0	8.0
GO:0003727	single-stranded RNA binding	molecular_function	-0.03576650313720277	-0.03707494445467703	-1.118379229879152	0.5765705091143148	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003735	structural constituent of ribosome	molecular_function	15.105221035456376	15.200527004989743	15.031089469602229	15.078713729322832	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003743	translation initiation factor activity	molecular_function	9.135634905242679	9.265619734356747	9.061908474563236	9.070018945686957	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003746	translation elongation factor activity	molecular_function	11.096267124823802	11.049596736360039	11.088953827817907	11.148527425160463	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	8.386279262743866	8.42209841464434	8.28416244827247	8.447289901239142	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003756	protein disulfide isomerase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003774	motor activity	molecular_function	8.64545789406733	8.36837986546577	8.692622475430188	8.836397570284385	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003796	lysozyme activity	molecular_function	-4.955104387922736	-3.370440262757746	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003824	catalytic activity	molecular_function	17.030690709971616	16.930552495395762	17.121893228187837	17.03328330155476	1123.0	1123.0	1123.0	12.0	12.0	12.0
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	-4.615111426076075	-4.374305322444184	-16.609640474436812	-3.7526781203609465	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003839	gamma-glutamylcyclotransferase activity	molecular_function	-0.05965982324764825	-0.12775434495300636	-1.0656843008145558	0.5709194693347104	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	6.859050183094059	6.930713686630651	6.782814789946227	6.859832922903353	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular_function	1.7510194609500107	2.1183198535907217	1.6807744254924613	1.3505029047006512	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003844	1,4-alpha-glucan branching enzyme activity	molecular_function	4.7761671704140385	4.835070125978262	4.819632422198825	4.667960228817458	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	4.7664485173816855	4.657033991755781	4.585359187315493	5.018620822383282	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	5.663677641936553	5.7935057716697	5.498187030051725	5.684036037100278	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003852	2-isopropylmalate synthase activity	molecular_function	5.386232695161282	5.0540930778904105	5.351034621614247	5.6845915456795355	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	4.142132931955028	4.2908740700723085	4.0298945496633385	4.092596480219006	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003856	3-dehydroquinate synthase activity	molecular_function	5.487098268444326	4.942655249209493	5.397474417045898	5.9460851517328965	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular_function	-7.562871143426816	-5.979728377990079	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003861	3-isopropylmalate dehydratase activity	molecular_function	6.764865842054743	5.953071966404472	6.771198920420079	7.276766494354181	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular_function	5.4533474659374095	5.034717542218368	5.402411805790597	5.816860781019961	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	molecular_function	1.4475421699865367	0.7648981228147093	1.595298365000703	1.7913848446044962	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	4.798876552181176	4.883611041895914	4.869609881664116	4.6295489665955785	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	7.162468538990833	7.129829076712795	7.1778679745180165	7.1791626753871505	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003867	4-aminobutyrate transaminase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	-2.9564471908776864	-2.066572393870478	-3.5777394376451173	-3.965430416937183	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003872	6-phosphofructokinase activity	molecular_function	9.176306148569749	8.805695512848132	9.35622525890955	9.305555631806293	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003879	ATP phosphoribosyltransferase activity	molecular_function	1.2037315612143182	0.3742215564920146	0.2055676778157341	2.1572895296124703	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003883	CTP synthase activity	molecular_function	6.2602540394992845	6.064091721288363	6.437850259618102	6.2546639540022975	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003886	DNA (cytosine-5-)-methyltransferase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	8.521277187480424	8.547210738033153	8.494127554681839	8.522004730252222	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003896	DNA primase activity	molecular_function	7.36267735914172	7.356179031842222	7.275565834560328	7.450939035113722	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function	-5.359071625911045	-16.609640474436812	-3.774503931432564	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	molecular_function	7.092686677902871	7.496909686977544	6.865238370957232	6.810738707788611	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular_function	2.2625083273612527	2.4699302460206805	1.6062384834111716	2.5385406467516622	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003909	DNA ligase activity	molecular_function	4.773026321006894	4.864430131430209	4.77892247069305	4.669101847212873	3.0	3.0	3.0	2.0	2.0	2.0
GO:0003910	DNA ligase (ATP) activity	molecular_function	-3.071768510880318	-2.9848907031200604	-3.5602751726473483	-2.778788598677412	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003911	DNA ligase (NAD+) activity	molecular_function	4.766736491572732	4.858160077189853	4.774460275224066	4.660814554501352	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003916	DNA topoisomerase activity	molecular_function	7.7031941604850225	7.639692339672672	7.7139225926378225	7.753657347492832	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	molecular_function	6.044215593017571	5.968058486939138	6.099358331386095	6.062076367870481	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	molecular_function	7.15386274555403	7.096188046320126	7.143536276961784	7.219187885366303	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003919	FMN adenylyltransferase activity	molecular_function	5.6481125876956595	5.637642122872661	5.545838668943773	5.753345131623135	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	6.644348545658056	6.39914374389156	6.726054633271603	6.7792728548267975	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003924	GTPase activity	molecular_function	10.848787229316855	10.703254733748146	10.847722931288292	10.981945386837852	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003933	GTP cyclohydrolase activity	molecular_function	6.847191765798218	6.841403172001966	6.8071701679756735	6.891745251086477	4.0	4.0	4.0	3.0	3.0	3.0
GO:0003934	GTP cyclohydrolase I activity	molecular_function	6.35982216902182	6.4072184695514025	6.326438475848451	6.34455867643492	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003935	GTP cyclohydrolase II activity	molecular_function	4.957448788556305	4.732128071187827	4.935190985461187	5.1714550495481095	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003937	IMP cyclohydrolase activity	molecular_function	4.763117622855377	4.076541993382056	4.807978237743547	5.192963450114768	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003938	IMP dehydrogenase activity	molecular_function	7.1557694678233	6.976856212741617	7.3164716155110705	7.1540383368269564	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003939	L-iditol 2-dehydrogenase activity	molecular_function	4.796836522328249	5.274712665948483	4.550691384829976	4.40878657493963	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003941	L-serine ammonia-lyase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular_function	5.010988650466701	4.957492126071336	4.9469694183893935	5.121761429612424	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	molecular_function	5.708817196717707	5.545517456446242	5.736658988892052	5.8298774597954655	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003951	NAD+ kinase activity	molecular_function	7.108942568660791	7.333808329572878	7.004321605950094	6.958993431317469	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	5.881549610213032	5.8624067558624375	5.931820134938534	5.84904598549025	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003957	NAD(P)+ transhydrogenase (B-specific) activity	molecular_function	-5.857820287851246	-4.273415674929125	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003960	NADPH:quinone reductase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003961	O-acetylhomoserine aminocarboxypropyltransferase activity	molecular_function	4.764547860081751	4.254994568094667	4.734904675664536	5.1627860645972765	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003962	cystathionine gamma-synthase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003963	RNA-3'-phosphate cyclase activity	molecular_function	-2.244689654240273	-3.1581460039075555	-2.5100050085377936	-1.533572300165014	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	6.9304022465235535	6.710145190424758	7.019457293744312	7.038644686593332	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003978	UDP-glucose 4-epimerase activity	molecular_function	5.736536328535112	5.851511695436614	5.785228812657097	5.556558167017728	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003979	UDP-glucose 6-dehydrogenase activity	molecular_function	4.828480954621507	4.847054839778554	4.760503069570379	4.875416395189391	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	molecular_function	5.409982602644501	5.655397627728156	5.184260455242257	5.350186044003186	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003984	acetolactate synthase activity	molecular_function	7.513280179282424	7.068670810665099	7.546130477911736	7.826160750621345	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003985	acetyl-CoA C-acetyltransferase activity	molecular_function	1.0200908500700323	0.6585816793648336	1.1682569232085815	1.1751796543443684	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003987	acetate-CoA ligase activity	molecular_function	-1.7483596708481028	-1.2133333868437408	-16.609640474436812	-1.1151629845741473	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	6.3321254875642135	5.8311653427779735	6.411121132276584	6.6390657111015186	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003991	acetylglutamate kinase activity	molecular_function	2.9690362601087044	2.6430803883666347	2.35508676166836	3.6002102744200934	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003992	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	molecular_function	3.430411514422947	2.6850453328197363	2.923647428111108	4.1956783092777465	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003993	acid phosphatase activity	molecular_function	6.052030358793372	6.205322128275343	5.863175284884052	6.067234278828727	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003994	aconitate hydratase activity	molecular_function	4.735657558992399	4.740673960368383	4.740700941205527	4.725544858110441	1.0	1.0	1.0	0.0	0.0	0.0
GO:0003999	adenine phosphoribosyltransferase activity	molecular_function	6.716881179583724	6.7774723196631035	6.715083411420489	6.655509256981696	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004003	DNA helicase activity	molecular_function	6.727820642019645	6.794675787986858	6.662347938814603	6.723394733657226	1.0	1.0	1.0	2.0	2.0	2.0
GO:0004004	RNA helicase activity	molecular_function	-4.325587559605877	-2.7408179196618128	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004008	copper transmembrane transporter activity, phosphorylative mechanism	molecular_function	2.125506736777305	2.7064333013372748	1.9749147138747756	1.39647737316917	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004013	adenosylhomocysteinase activity	molecular_function	6.7048143403249485	6.4836626339085885	6.852198642533567	6.753831811301386	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004014	adenosylmethionine decarboxylase activity	molecular_function	9.701862059717971	10.01230328348738	9.527598202991943	9.5070612159403	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	molecular_function	-0.6290679746958774	-0.994344194623356	-0.4603081417538254	-0.492104913674167	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004016	adenylate cyclase activity	molecular_function	-6.796361642279367	-5.212468573006696	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004017	adenylate kinase activity	molecular_function	6.2034204418281504	5.8332316646384665	6.006892665159363	6.6402970024722565	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular_function	5.798185339779612	5.802978987311318	5.732407600400469	5.856490269474615	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004019	adenylosuccinate synthase activity	molecular_function	6.847003041672914	6.698760220744412	7.014924313227866	6.809311537923869	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004020	adenylylsulfate kinase activity	molecular_function	5.811421364247368	5.366290736919715	5.738854287845332	6.205976964485277	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004022	alcohol dehydrogenase (NAD+) activity	molecular_function	5.847763952611456	5.099901110007941	6.042823787705888	6.180893766381228	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004029	aldehyde dehydrogenase (NAD+) activity	molecular_function	1.7510323192773498	2.118329821784616	1.6807879253828943	1.3505198774170863	4.0	4.0	4.0	3.0	3.0	3.0
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	3.4024934409863774	3.529562362426775	3.3503444830509768	3.318478819053276	6.0	6.0	6.0	2.0	2.0	2.0
GO:0004034	aldose 1-epimerase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004038	allantoinase activity	molecular_function	-4.983850976625683	-3.3991928570386643	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004040	amidase activity	molecular_function	-3.4463818171499456	-4.3840142707685725	-2.7889329664494125	-3.5973913225388867	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	molecular_function	3.736947560365484	3.5849023871754118	3.698818550114938	3.90829413583616	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004044	amidophosphoribosyltransferase activity	molecular_function	4.0835310949992945	3.9450832638804902	4.346921441890808	3.9173649182013666	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular_function	4.4419481905033615	4.454662852202937	4.464504909131914	4.405999164825074	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004047	aminomethyltransferase activity	molecular_function	6.007018293835683	5.547082692308022	6.328759287744086	6.040026641534502	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004048	anthranilate phosphoribosyltransferase activity	molecular_function	6.2510354491451325	6.068412856429965	6.009295659314732	6.599466578831231	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004049	anthranilate synthase activity	molecular_function	5.936869536758929	6.526918586749963	5.321812674667222	5.688415378976464	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004055	argininosuccinate synthase activity	molecular_function	3.334413338755616	3.094600920813668	2.6823687886963565	3.935412600138137	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004056	argininosuccinate lyase activity	molecular_function	3.1925035065455485	2.7422175318824764	2.9394146613007184	3.707513747570133	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004061	arylformamidase activity	molecular_function	3.3921612368615786	3.159030091148082	3.43790683909191	3.551786689812224	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004065	arylsulfatase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	-1.2489796818246013	-0.7820248590771127	-2.0609088576286267	-1.181077469718528	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004067	asparaginase activity	molecular_function	3.2211078510314417	3.8337503125466936	3.14601322987922	2.282297456027159	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004068	aspartate 1-decarboxylase activity	molecular_function	5.731283726996812	5.7326002540564405	5.671239581828532	5.78766230781561	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	molecular_function	6.166217993579456	6.523411406110872	5.999330343939433	5.8944540128229574	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004070	aspartate carbamoyltransferase activity	molecular_function	3.701800388528402	4.0137838154331	3.64707269681798	3.3722974448960845	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004071	aspartate-ammonia ligase activity	molecular_function	5.601409295716096	5.4208360595589085	5.685886901142889	5.6818540177410615	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004072	aspartate kinase activity	molecular_function	5.730344684909794	5.609087112090279	5.734533505856841	5.838308913693202	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular_function	4.6041326210868485	4.689494861705419	4.684016393992845	4.423168026958127	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004075	biotin carboxylase activity	molecular_function	-2.019318535516239	-1.5290269434092716	-2.9330883202768487	-1.9291765549220827	1.0	1.0	1.0	0.0	0.0	0.0
GO:0004076	biotin synthase activity	molecular_function	0.15934156530324542	0.8714573013894791	-0.18561856734690066	-0.6403663869519597	1.0	1.0	1.0	0.0	0.0	0.0
