id	name	namespace	T4_mean	T7_mean	T4A	T4B	T4C	T7A	T7B	T7C	T4A_n_peptide	T4B_n_peptide	T4C_n_peptide	T7A_n_peptide	T7B_n_peptide	T7C_n_peptide	T4A_n_samp_children	T4B_n_samp_children	T4C_n_samp_children	T7A_n_samp_children	T7B_n_samp_children	T7C_n_samp_children
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	-3.119240823755969	-2.694041148992365	-2.0854599680886468	-3.189403894273895	-16.609640474436812	-2.1339577007867656	-2.084682563233315	-16.609640474436812	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	4.1759653528061165	2.316065503428228	4.644126762053358	3.4658996382624783	4.18368087216834	2.4754143817757863	3.0930665737466847	-0.2432856428096202	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function	-16.609640474436812	-5.3080090093197025	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.7234275836923576	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	5.86843572692312	5.676223207373075	6.243375851427515	5.877690270553295	5.347208541502995	6.10548532578813	5.80642975490594	4.837156102629404	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	7.43201845441704	5.225401808023253	7.119293919005867	7.311484950881707	7.782552722381924	5.128153150507509	6.102196193463745	3.098161814374908	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0000908	taurine dioxygenase activity	molecular_function	-16.609640474436812	-5.436750477395013	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.852204626267927	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0000976	transcription regulatory region sequence-specific DNA binding	molecular_function	-4.042310209460133	-0.3787772238129083	-2.457981717589339	-14.609640474436812	-14.609640474436812	0.2532099399649732	-14.609640474436812	0.15752431278298554	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0000986	bacterial-type cis-regulatory region sequence-specific DNA binding	molecular_function	-4.043023489011018	-1.8735098843775937	-2.458219542758993	-16.609640474436812	-16.609640474436812	-0.5801763728548677	-16.609640474436812	-2.738563060772772	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	-16.609640474436812	-3.520068615182008	-16.609640474436812	-16.609640474436812	-16.609640474436812	-1.9352164578014963	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0001047	core promoter sequence-specific DNA binding	molecular_function	-16.609640474436812	-5.632157805464019	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-4.0476723982733045	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0001071	DNA-binding transcription factor activity	molecular_function	-16.609640474436812	-4.096258298262201	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-2.5114603122219195	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0001141	DNA-binding transcription repressor activity	molecular_function	-5.434827116856866	-4.2889527286390825	-3.850280710554277	-16.609640474436812	-16.609640474436812	-3.3702209507144256	-16.609640474436812	-4.139235797371172	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0001671	ATPase activator activity	molecular_function	-16.609640474436812	-5.006205759770257	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.42155239385574	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0001727	lipid kinase activity	molecular_function	-16.609640474436812	-3.318354640440225	-16.609640474436812	-16.609640474436812	-16.609640474436812	-1.7334880846432492	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0001882	nucleoside binding	molecular_function	11.455755723061992	10.153322615457032	11.32730804443584	11.46822177832915	11.562112752360232	10.16496286144176	10.429884885860533	9.795966668122064	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0002161	aminoacyl-tRNA editing activity	molecular_function	7.876416670658912	7.271425676092933	7.749232557327443	7.960320564458366	7.911338054310456	7.092873397374415	7.323856410230937	7.381655420776721	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0002935	tRNA (adenine-C2-)-methyltransferase activity	molecular_function	5.03121873061072	2.870904540003282	5.055594804818647	4.980135006716934	5.056600868346787	3.1312453957587256	3.5112023484156563	0.8334163752704936	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003674	molecular_function	molecular_function	18.12702586182929	18.08736662036263	18.114294035070525	18.13472054227545	18.131977928423506	18.01362220501679	18.023887466642844	18.215498615479518	1438.0	1438.0	1438.0	1438.0	1438.0	1438.0	12.0	12.0	12.0	12.0	12.0	12.0
GO:0003676	nucleic acid binding	molecular_function	15.033488521920251	13.835491707644243	15.061165798472388	14.972602432534947	15.064820532975821	13.869961487503755	14.208894245336527	13.279979118853367	33.0	33.0	33.0	33.0	33.0	33.0	6.0	6.0	6.0	6.0	6.0	6.0
GO:0003677	DNA binding	molecular_function	13.714479800474946	12.781234536094964	13.849767139717724	13.620142907600824	13.663059378323855	12.904991922520336	13.22463177838863	11.920385788945591	14.0	14.0	14.0	14.0	14.0	14.0	5.0	5.0	5.0	5.0	5.0	5.0
GO:0003678	DNA helicase activity	molecular_function	7.223398116075937	5.917267963764207	7.083508550053878	7.288648604077487	7.288480658200167	5.8441251403675745	6.367107700837719	5.3683793311196215	6.0	6.0	6.0	6.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003684	damaged DNA binding	molecular_function	8.366887523349918	7.560740425560379	8.412442824775614	8.350156865272357	8.336930491420832	7.906469748178358	7.829234355649498	6.63018702364627	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003688	DNA replication origin binding	molecular_function	4.8162395851154445	4.7152838843284055	4.855052837011222	4.955991580936642	4.617010432341842	5.138327100288718	4.847651219455984	3.8868915154969166	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003689	DNA clamp loader activity	molecular_function	-2.9863724278308235	-1.17274136464551	-2.477839769744815	-16.609640474436812	-2.328898697665084	-1.709877614605821	-0.4320184999220472	-1.816936589909513	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003690	double-stranded DNA binding	molecular_function	8.041705939458867	6.894863995487657	8.174705602305147	8.011387508692575	7.928021214914121	7.044389987998557	7.251932641105663	6.181684174027134	9.0	9.0	9.0	9.0	9.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003697	single-stranded DNA binding	molecular_function	9.626034477977043	8.300715571930823	9.470382305585826	9.632809851617775	9.760342385933189	8.290885125672666	8.588246152044817	7.953759945497461	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003700	DNA-binding transcription factor activity	molecular_function	11.306458462340323	10.210640285128695	11.429652227044851	11.218157559666384	11.262852419650825	10.464307535897275	10.548417367440203	9.332208340839513	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003723	RNA binding	molecular_function	14.159576126053462	12.744631525165019	14.105177324742925	14.130436485596425	14.239551212043553	12.67389769077908	13.038223425834836	12.46211971099741	16.0	16.0	16.0	16.0	16.0	16.0	8.0	8.0	8.0	8.0	8.0	8.0
GO:0003727	single-stranded RNA binding	molecular_function	-0.03576650313720277	0.617394408526645	-0.03707494445467703	-1.118379229879152	0.5765705091143148	0.6974446838846908	1.1511899056523245	-0.3964868794932151	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003735	structural constituent of ribosome	molecular_function	15.105221035456376	13.54610748144178	15.200527004989743	15.031089469602229	15.078713729322832	13.418788170365833	14.027871448861196	13.006627631289152	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003743	translation initiation factor activity	molecular_function	9.135634905242679	7.957636059189918	9.265619734356747	9.061908474563236	9.070018945686957	7.996151441563313	8.156568529131787	7.680268088389442	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003746	translation elongation factor activity	molecular_function	11.096267124823802	9.870691960508887	11.049596736360039	11.088953827817907	11.148527425160463	9.851513257050929	10.115095685112966	9.59944426203945	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	8.386279262743866	6.517969049186318	8.42209841464434	8.28416244827247	8.447289901239142	6.733855942469244	7.13190839267029	4.819673292180898	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003756	protein disulfide isomerase activity	molecular_function	-16.609640474436812	-5.203105930045165	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.618497775351852	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003774	motor activity	molecular_function	8.64545789406733	5.379075643740847	8.36837986546577	8.692622475430188	8.836397570284385	5.561014465996619	5.9400868596203615	4.021692917821532	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003796	lysozyme activity	molecular_function	-4.955104387922736	-4.368004836496756	-3.370440262757746	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-2.783240951510333	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003824	catalytic activity	molecular_function	17.030690709971616	17.651357277073696	16.930552495395762	17.121893228187837	17.03328330155476	17.517986506977213	17.403516994085074	17.96882921190902	1123.0	1123.0	1123.0	1123.0	1123.0	1123.0	12.0	12.0	12.0	12.0	12.0	12.0
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	-4.615111426076075	-3.3135989801859536	-4.374305322444184	-16.609640474436812	-3.7526781203609465	-16.609640474436812	-2.8449658167228704	-2.621080040865663	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003839	gamma-glutamylcyclotransferase activity	molecular_function	-0.05965982324764825	0.07761217222608206	-0.12775434495300636	-1.0656843008145558	0.5709194693347104	0.7654668532341433	0.5517670062747021	-16.609640474436812	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	6.859050183094059	4.760794006681897	6.930713686630651	6.782814789946227	6.859832922903353	4.811851177852459	5.562178303016552	2.5842409728036966	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular_function	1.7510194609500107	3.0206396875031967	2.1183198535907217	1.6807744254924613	1.3505029047006512	3.0544543295683617	2.8436060415654985	3.1473018138001017	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003844	1,4-alpha-glucan branching enzyme activity	molecular_function	4.7761671704140385	1.632570684363265	4.835070125978262	4.819632422198825	4.667960228817458	1.943036127089241	2.032467643195042	0.4497145496619753	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	4.7664485173816855	3.211278584496593	4.657033991755781	4.585359187315493	5.018620822383282	3.313212469121724	3.761178875998771	2.099753023230477	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	5.663677641936553	4.554702421072332	5.7935057716697	5.498187030051725	5.684036037100278	5.033445027247803	5.069049060132764	2.065658470931991	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003852	2-isopropylmalate synthase activity	molecular_function	5.386232695161282	3.8860249328489194	5.0540930778904105	5.351034621614247	5.6845915456795355	4.127798338365821	4.399048015059346	2.529483653717142	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	4.142132931955028	2.2494058977800253	4.2908740700723085	4.0298945496633385	4.092596480219006	2.0846153779000405	3.046332148938507	0.8171320436691342	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003856	3-dehydroquinate synthase activity	molecular_function	5.487098268444326	3.3056422668749947	4.942655249209493	5.397474417045898	5.9460851517328965	3.241588528761424	4.184431063250504	1.016496319896196	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular_function	-7.562871143426816	-4.118413683756604	-5.979728377990079	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-2.533618243805213	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003861	3-isopropylmalate dehydratase activity	molecular_function	6.764865842054743	4.886434388920055	5.953071966404472	6.771198920420079	7.276766494354181	5.035575525854006	5.667191038947252	2.3557718174557927	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular_function	5.4533474659374095	3.3396405297313803	5.034717542218368	5.402411805790597	5.816860781019961	3.374552656932829	4.0492212490587445	1.7839971708428497	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	molecular_function	1.4475421699865367	5.774213380952655	0.7648981228147093	1.595298365000703	1.7913848446044962	3.8840215092589143	2.7979675392662045	7.154473846005825	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	4.798876552181176	4.509484720978756	4.883611041895914	4.869609881664116	4.6295489665955785	4.22458828307292	4.1281118977648665	5.006706445388919	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	7.162468538990833	5.328102821597019	7.129829076712795	7.1778679745180165	7.1791626753871505	5.720628697690199	5.77980863862661	3.6826856523992983	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003867	4-aminobutyrate transaminase activity	molecular_function	-16.609640474436812	-4.884921998234342	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.6484078517907954	-16.609640474436812	-5.521090717419908	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	-2.9564471908776864	-3.7630727252011913	-2.066572393870478	-3.5777394376451173	-3.965430416937183	-4.106512903463906	-3.0572355430078857	-4.547084962311106	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003872	6-phosphofructokinase activity	molecular_function	9.176306148569749	8.365526326579516	8.805695512848132	9.35622525890955	9.305555631806293	8.3017705324551	8.740293476839055	7.943933044301878	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003879	ATP phosphoribosyltransferase activity	molecular_function	1.2037315612143182	0.7695079966948765	0.3742215564920146	0.2055676778157341	2.1572895296124703	0.1011525092535349	-0.8130304525429264	1.7958708247339357	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular_function	-16.609640474436812	-6.217462604802708	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-4.6332159734266325	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003883	CTP synthase activity	molecular_function	6.2602540394992845	5.889946413299517	6.064091721288363	6.437850259618102	6.2546639540022975	5.4566320430121795	5.6128950293696604	6.410157906535972	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003886	DNA (cytosine-5-)-methyltransferase activity	molecular_function	-16.609640474436812	-4.399476496593079	-16.609640474436812	-16.609640474436812	-16.609640474436812	-2.8147169922196453	-16.609640474436812	-16.609640474436812	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	8.521277187480424	7.8875374556144635	8.547210738033153	8.494127554681839	8.522004730252222	7.963664852297808	7.976323534852678	7.706944901794009	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003896	DNA primase activity	molecular_function	7.36267735914172	5.778664166154016	7.356179031842222	7.275565834560328	7.450939035113722	5.92895060086092	6.167032706594639	4.99601356079827	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function	-5.359071625911045	-2.288261948141858	-16.609640474436812	-3.774503931432564	-16.609640474436812	-2.7194902189161545	-2.3481111283097698	-1.910854430503071	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	molecular_function	7.092686677902871	5.782928337775116	7.496909686977544	6.865238370957232	6.810738707788611	6.000360628683515	5.8431170624955815	5.451474894808954	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular_function	2.2625083273612527	0.2801763748627009	2.4699302460206805	1.6062384834111716	2.5385406467516622	1.3935589801249828	0.02255956774831976	-16.609640474436812	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003909	DNA ligase activity	molecular_function	4.773026321006894	3.668177760407824	4.864430131430209	4.77892247069305	4.669101847212873	3.66704646494612	3.809031492683828	3.513328907058618	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003910	DNA ligase (ATP) activity	molecular_function	-3.071768510880318	-3.3755765144232024	-2.9848907031200604	-3.5602751726473483	-2.778788598677412	-3.0892427817947423	-4.040520638337879	-3.174256697636808	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003911	DNA ligase (NAD+) activity	molecular_function	4.766736491572732	3.6408985206429527	4.858160077189853	4.774460275224066	4.660814554501352	3.614709844115208	3.802761909337778	3.4877050008927943	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003916	DNA topoisomerase activity	molecular_function	7.7031941604850225	6.564137800995732	7.639692339672672	7.7139225926378225	7.753657347492832	6.570790779008565	6.800228211092504	6.273571835943117	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	molecular_function	6.044215593017571	4.736624717195118	5.968058486939138	6.099358331386095	6.062076367870481	4.498844420804232	4.998777699996506	4.666694111612781	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	molecular_function	7.15386274555403	6.086696028959455	7.096188046320126	7.143536276961784	7.219187885366303	6.1789595837851685	6.3124328368092195	5.699443359705316	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003919	FMN adenylyltransferase activity	molecular_function	5.6481125876956595	4.352459580160303	5.637642122872661	5.545838668943773	5.753345131623135	4.440606760074426	4.689427767152118	3.78305847006537	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	6.644348545658056	5.706025806469627	6.39914374389156	6.726054633271603	6.7792728548267975	5.438395992602213	5.84203599652491	5.8042497885037125	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003924	GTPase activity	molecular_function	10.848787229316855	9.361669679492774	10.703254733748146	10.847722931288292	10.981945386837852	9.283562998023902	9.703865516238992	9.01246252335507	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003933	GTP cyclohydrolase activity	molecular_function	6.847191765798218	5.599184242998326	6.841403172001966	6.8071701679756735	6.891745251086477	5.639237223093798	6.101155052155474	4.751566627884829	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0003934	GTP cyclohydrolase I activity	molecular_function	6.35982216902182	5.288881450529824	6.4072184695514025	6.326438475848451	6.34455867643492	5.297470242171339	5.758020623462511	4.575161033425394	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003935	GTP cyclohydrolase II activity	molecular_function	4.957448788556305	3.1353488024170724	4.732128071187827	4.935190985461187	5.1714550495481095	3.2787133473802204	3.8219244607654668	1.3297550857447469	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003937	IMP cyclohydrolase activity	molecular_function	4.763117622855377	1.1848325076154915	4.076541993382056	4.807978237743547	5.192963450114768	1.1148867013816783	1.5246604949760003	0.829557338851006	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
