gos	name	T4_expanded	T7_expanded	T4_filtered	T7_filtered	T4_original	T7_original	T4_expanded_nodes	T7_expanded_nodes	T4_filtered_nodes	T7_filtered_nodes	T4_expanded_ancestors	T7_expanded_ancestors	T4_filtered_ancestors	T7_filtered_ancestors
GO:0008324	cation transmembrane transporter activity	11.951722408084	11.0076238229296	11.9517224080839	11.0076238229296	133.945133333333	143.111333333333	NA	NA	NA	NA	11.951722408084	11.0076238229296	11.9517224080839	11.0076238229296
GO:0016741	transferase activity, transferring one-carbon groups	11.5796963174847	10.5224888000889	11.5796963174847	10.5224888000889	1e-05	0.0321542666666667	NA	NA	NA	NA	11.5796963174847	10.5224888000889	11.5796963174847	10.5224888000889
GO:0016853	isomerase activity	11.954988298053	10.8776985799336	11.954988298053	10.8776985799336	348.674666666667	272.170333333333	NA	NA	NA	NA	11.954988298053	10.8776985799336	11.954988298053	10.8776985799336
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	10.8697145184644	9.35187261170266	10.8697145184644	9.35187261170266	37.0631333333333	35.7479	NA	NA	NA	NA	10.8697145184644	9.35187261170266	10.8697145184644	9.35187261170266
GO:0016301	kinase activity	12.4380500272326	11.5077233352159	12.4380500272326	11.5077233352159	1289.80666666667	655.081666666667	NA	NA	NA	NA	12.4380500272326	11.5077233352159	12.4380500272326	11.5077233352159
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	10.8408513342163	9.27037192589899	10.8408513342163	9.27037192589899	462.529666666667	190.915666666667	NA	NA	NA	NA	10.8408513342163	9.27037192589899	10.8408513342163	9.27037192589899
GO:0008168	methyltransferase activity	11.3156394971274	10.3291677408059	11.3156394971274	10.3291677408059	770.223333333333	424.057666666667	NA	NA	NA	NA	11.3156394971274	10.3291677408059	11.3156394971274	10.3291677408059
GO:0097159	organic cyclic compound binding	15.8903877127965	14.809200386741	15.8903877127965	14.809200386741	NA	NA	NA	NA	NA	NA	15.8903877127965	14.809200386741	15.8903877127965	14.809200386741
GO:1901363	heterocyclic compound binding	15.8903877127965	14.809200386741	15.8903877127965	14.809200386741	NA	NA	NA	NA	NA	NA	15.8903877127965	14.809200386741	15.8903877127965	14.809200386741
GO:0008509	anion transmembrane transporter activity	10.8899668997056	10.004605546647	10.8899668997056	10.004605546647	NA	NA	NA	NA	NA	NA	10.8899668997056	10.004605546647	10.8899668997056	10.004605546647
GO:0140096	catalytic activity, acting on a protein	12.3548139168393	11.7050946867055	12.3548139168393	11.7050946867055	NA	NA	NA	NA	NA	NA	12.3548139168393	11.7050946867055	12.3548139168393	11.7050946867055
GO:0022890	inorganic cation transmembrane transporter activity	11.8368115809233	10.8816360533872	11.8368115809233	10.8816360533872	NA	NA	NA	NA	NA	NA	11.8368115809233	10.8816360533872	11.8368115809233	10.8816360533872
GO:0140101	catalytic activity, acting on a tRNA	11.2211793149994	10.1772166101556	11.2211793149994	10.1772166101556	NA	NA	NA	NA	NA	NA	11.2211793149994	10.1772166101556	11.2211793149994	10.1772166101556
GO:0140097	catalytic activity, acting on DNA	10.9998011141616	10.1474450025192	10.9998011141616	10.1474450025192	NA	NA	NA	NA	NA	NA	10.9998011141616	10.1474450025192	10.9998011141616	10.1474450025192
GO:0016746	transferase activity, transferring acyl groups	11.2040025435927	10.3110390501345	11.2040025435927	10.3110390501345	51.2201	38.7675	NA	NA	NA	NA	11.2040025435927	10.3110390501345	11.2040025435927	10.3110390501345
GO:0022853	active ion transmembrane transporter activity	11.459134322402	10.4838466897975	11.459134322402	10.4838466897975	NA	NA	NA	NA	NA	NA	11.459134322402	10.4838466897975	11.459134322402	10.4838466897975
GO:0016757	transferase activity, transferring glycosyl groups	10.8506264296619	9.64621415751803	10.8506264296619	9.64621415751804	211.121666666667	93.3875666666667	NA	NA	NA	NA	10.8506264296619	9.64621415751803	10.8506264296619	9.64621415751804
GO:0016773	phosphotransferase activity, alcohol group as acceptor	11.7108574818917	11.2425719183947	11.7108574818917	11.2425719183947	56.8868666666667	32.0617666666667	NA	NA	NA	NA	11.7108574818917	11.2425719183947	11.7108574818917	11.2425719183947
GO:0016830	carbon-carbon lyase activity	11.2266410980973	9.95010786209703	11.2266410980973	9.95010786209703	NA	NA	NA	NA	NA	NA	11.2266410980973	9.95010786209703	11.2266410980973	9.95010786209703
GO:0016879	ligase activity, forming carbon-nitrogen bonds	11.52840001064	10.5945953665886	11.52840001064	10.5945953665886	75.0597	21.29271	NA	NA	NA	NA	11.52840001064	10.5945953665886	11.52840001064	10.5945953665886
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	10.2805417735239	9.02722377735072	10.2805417735239	9.02722377735072	43.2319666666667	7.53840666666667	NA	NA	NA	NA	10.2805417735239	9.02722377735072	10.2805417735239	9.02722377735072
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	15.2414584151663	17.1197312241044	15.2414584151663	17.1197312241044	386.702333333333	293.342	NA	NA	NA	NA	15.2414584151663	17.1197312241044	15.2414584151663	17.1197312241044
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	11.0726113843907	10.2105683373234	11.0726113843907	10.2105683373234	267.645	111.520033333333	NA	NA	NA	NA	11.0726113843907	10.2105683373234	11.0726113843907	10.2105683373234
GO:0016817	hydrolase activity, acting on acid anhydrides	12.582151669885	11.5615751966294	NA	NA	1e-05	0.0411793333333333	NA	NA	NA	NA	12.582151669885	11.5615751966294	NA	NA
GO:0043167	ion binding	15.7487476969489	15.0179156674633	15.7487476969489	15.0179156674633	NA	NA	NA	NA	NA	NA	15.7487476969489	15.0179156674633	15.7487476969489	15.0179156674633
GO:0016798	hydrolase activity, acting on glycosyl bonds	11.702712212541	11.1102459773148	11.702712212541	11.1102459773148	121.715033333333	93.4694666666667	NA	NA	NA	NA	11.702712212541	11.1102459773148	11.702712212541	11.1102459773148
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	12.5821516675322	11.5615555383193	NA	NA	0.0506103333333333	0.0424673333333333	NA	NA	NA	NA	12.5821516675322	11.5615555383193	NA	NA
GO:0004518	nuclease activity	11.1225661393413	10.0062395999133	11.1225661393413	10.0062395999133	195.792333333333	75.6021	NA	NA	NA	NA	11.1225661393413	10.0062395999133	11.1225661393413	10.0062395999133
GO:0015291	secondary active transmembrane transporter activity	10.1324550999008	9.25964470558196	10.1324550999008	9.25964470558196	1e-05	0.0257785	NA	NA	NA	NA	10.1324550999008	9.25964470558196	10.1324550999008	9.25964470558196
GO:0016462	pyrophosphatase activity	12.5821397587413	11.5615352649589	12.5821397587413	11.5615352649589	99.894	52.0541333333333	NA	NA	NA	NA	12.5821397587413	11.5615352649589	12.5821397587413	11.5615352649589
GO:0008514	organic anion transmembrane transporter activity	8.89373598627172	8.70932969991283	8.89373598627172	8.70932969991283	NA	NA	NA	NA	NA	NA	8.89373598627172	8.70932969991283	8.89373598627172	8.70932969991283
GO:0015077	monovalent inorganic cation transmembrane transporter activity	11.694370015865	10.7631201609069	11.694370015865	10.7631201609069	NA	NA	NA	NA	NA	NA	11.694370015865	10.7631201609069	11.694370015865	10.7631201609069
GO:0042578	phosphoric ester hydrolase activity	9.41654201505187	9.16644118275074	9.41654201505187	9.16644118275074	NA	NA	NA	NA	NA	NA	9.41654201505187	9.16644118275074	9.41654201505187	9.16644118275074
GO:0046873	metal ion transmembrane transporter activity	10.0004795261369	8.94774790106321	10.0004795261369	8.94774790106321	216.13	81.2086333333333	NA	NA	NA	NA	10.0004795261369	8.94774790106321	10.0004795261369	8.94774790106321
GO:0003676	nucleic acid binding	15.0334885219203	13.8354917076442	15.0334885219203	13.8354917076442	1793.06666666667	714.855333333333	NA	NA	NA	NA	15.0334885219203	13.8354917076442	15.0334885219203	13.8354917076442
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	11.3972327447734	10.0636861965384	11.3972327447734	10.0636861965384	121.860666666667	40.9020766666667	NA	NA	NA	NA	11.3972327447734	10.0636861965384	11.3972327447734	10.0636861965384
GO:0016835	carbon-oxygen lyase activity	10.6433148204126	9.06420028532068	10.6433148204126	9.06420028532068	1e-05	0.0216873333333333	NA	NA	NA	NA	10.6433148204126	9.06420028532068	10.6433148204126	9.06420028532068
GO:0016779	nucleotidyltransferase activity	11.1768991412439	10.1299212412593	11.1768991412439	10.1299212412593	452.636666666667	195.391333333333	NA	NA	NA	NA	11.1768991412439	10.1299212412593	11.1768991412439	10.1299212412593
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	11.6655408620509	10.6669394037452	11.6655408620509	10.6669394037452	138.299666666667	45.0794666666667	NA	NA	NA	NA	11.6655408620509	10.6669394037452	11.6655408620509	10.6669394037452
GO:0008173	RNA methyltransferase activity	10.3262969000523	9.17426426914111	10.3262969000523	9.17426426914111	130.123	66.0087	NA	NA	NA	NA	10.3262969000523	9.17426426914111	10.3262969000523	9.17426426914111
GO:0015144	carbohydrate transmembrane transporter activity	9.242086786515	10.3824637912812	9.242086786515	10.3824637912812	0.0595143333333333	0.257034333333333	NA	NA	NA	NA	9.242086786515	10.3824637912812	9.242086786515	10.3824637912812
GO:0015399	primary active transmembrane transporter activity	11.9007660449778	10.6905298238828	11.9007660449778	10.6905298238828	NA	NA	NA	NA	NA	NA	11.9007660449778	10.6905298238828	11.9007660449778	10.6905298238828
GO:0036094	small molecule binding	14.761604438454	13.8064995283272	14.761604438454	13.8064995283272	1.92963	1.24553766666667	NA	NA	NA	NA	14.761604438454	13.8064995283272	14.761604438454	13.8064995283272
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	11.5814388568893	11.0135539326079	11.5814388568893	11.0135539326079	1161.39	390.199333333333	NA	NA	NA	NA	11.5814388568893	11.0135539326079	11.5814388568893	11.0135539326079
GO:0005342	organic acid transmembrane transporter activity	8.89345672545078	8.70851852284535	8.89345672545078	8.70851852284534	NA	NA	NA	NA	NA	NA	8.89345672545078	8.70851852284535	8.89345672545078	8.70851852284534
GO:0046943	carboxylic acid transmembrane transporter activity	8.89345672545078	8.70851852284535	8.89345672545078	8.70851852284534	NA	NA	NA	NA	NA	NA	8.89345672545078	8.70851852284535	8.89345672545078	8.70851852284534
GO:0016791	phosphatase activity	9.25310446414679	9.01073255082168	9.25310446414679	9.01073255082168	22.0087	7.32687666666667	NA	NA	NA	NA	9.25310446414679	9.01073255082168	9.25310446414679	9.01073255082168
GO:0016831	carboxy-lyase activity	10.6784087468779	9.51637945545823	10.6784087468779	9.51637945545823	0.0976726	0.299488666666667	NA	NA	NA	NA	10.6784087468779	9.51637945545823	10.6784087468779	9.51637945545823
GO:0042626	ATPase-coupled transmembrane transporter activity	11.0342003603012	9.77610741013692	11.0342003603012	9.77610741013692	NA	NA	NA	NA	NA	NA	11.0342003603012	9.77610741013692	11.0342003603012	9.77610741013692
GO:0008233	peptidase activity	11.6679084878095	11.0618178577516	NA	NA	461.935666666667	286.650333333333	NA	NA	NA	NA	11.6679084878095	11.0618178577516	NA	NA
GO:0016758	transferase activity, transferring hexosyl groups	9.42618830724412	7.44306830568113	9.42618830724412	7.44306830568113	62.6152666666667	30.3357333333333	NA	NA	NA	NA	9.42618830724412	7.44306830568113	9.42618830724412	7.44306830568113
GO:0016836	hydro-lyase activity	10.1529100643164	8.67521553832692	10.1529100643164	8.67521553832692	255.587333333333	67.2154666666667	NA	NA	NA	NA	10.1529100643164	8.67521553832692	10.1529100643164	8.67521553832692
GO:0016769	transferase activity, transferring nitrogenous groups	10.6244423742474	10.5128498966667	10.6244423742474	10.5128498966667	NA	NA	NA	NA	NA	NA	10.6244423742474	10.5128498966667	10.6244423742474	10.5128498966667
GO:0070011	peptidase activity, acting on L-amino acid peptides	11.4470115219847	10.8540980606665	11.4470115219847	10.8540980606665	0.0182391333333333	1e-05	NA	NA	NA	NA	11.4470115219847	10.8540980606665	11.4470115219847	10.8540980606665
GO:0008483	transaminase activity	10.624425443175	10.5128498867927	10.624425443175	10.5128498867927	959.519	1139.55866666667	NA	NA	NA	NA	10.624425443175	10.5128498867927	10.624425443175	10.5128498867927
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	8.53551486485845	6.66299360912249	8.53551486485845	6.66299360912249	1e-05	0.0122735333333333	NA	NA	NA	NA	8.53551486485845	6.66299360912249	8.53551486485845	6.66299360912249
GO:0016860	intramolecular oxidoreductase activity	10.1861110483132	9.24698036722845	10.1861110483132	9.24698036722845	NA	NA	NA	NA	NA	NA	10.1861110483132	9.24698036722845	10.1861110483132	9.24698036722845
GO:0048037	cofactor binding	13.961260369574	12.7817349756551	13.961260369574	12.7817349756551	305.7	86.1917	NA	NA	NA	NA	13.961260369574	12.7817349756551	13.961260369574	12.7817349756551
GO:0017111	nucleoside-triphosphatase activity	12.4765631262695	11.3714543864583	12.4765631262695	11.3714543864583	128.81	83.6684666666667	NA	NA	NA	NA	12.4765631262695	11.3714543864583	12.4765631262695	11.3714543864583
GO:0043168	anion binding	14.5080135545348	13.6143090307588	14.5080135545348	13.6143090307588	NA	NA	NA	NA	NA	NA	14.5080135545348	13.6143090307588	14.5080135545348	13.6143090307588
GO:0004812	aminoacyl-tRNA ligase activity	10.4149194653714	9.46739489035994	10.4149194653714	9.46739489035994	54.5284333333333	30.6002	NA	NA	NA	NA	10.4149194653714	9.46739489035994	10.4149194653714	9.46739489035994
GO:0016875	ligase activity, forming carbon-oxygen bonds	10.4149194653714	9.46739489035994	NA	NA	NA	NA	NA	NA	NA	NA	10.4149194653714	9.46739489035994	NA	NA
GO:0004519	endonuclease activity	10.2903998110446	9.25065753841405	10.2903998110446	9.25065753841405	265.618	120.7628	NA	NA	NA	NA	10.2903998110446	9.25065753841405	10.2903998110446	9.25065753841405
GO:0004536	deoxyribonuclease activity	8.81991450834952	8.34883853410209	8.81991450834952	8.34883853410209	NA	NA	NA	NA	NA	NA	8.81991450834952	8.34883853410209	8.81991450834952	8.34883853410209
GO:0015293	symporter activity	9.44615462088719	8.48793049573531	NA	NA	0.116678666666667	0.869853333333333	NA	NA	NA	NA	9.44615462088719	8.48793049573531	NA	NA
GO:0043169	cation binding	14.9920002319688	14.3569894326178	14.9920002319688	14.3569894326178	40.5706	38.8471666666667	NA	NA	NA	NA	14.9920002319688	14.3569894326178	14.9920002319688	14.3569894326178
GO:0015294	solute:cation symporter activity	9.44591326869259	8.48443082487521	9.44591326869259	8.48443082487521	0.00937826666666667	0.121293333333333	NA	NA	NA	NA	9.44591326869259	8.48443082487521	9.44591326869259	8.48443082487521
GO:0016854	racemase and epimerase activity	9.03618763282477	7.80822842581704	9.03618763282477	7.80822842581704	NA	NA	NA	NA	NA	NA	9.03618763282477	7.80822842581704	9.03618763282477	7.80822842581704
GO:0016887	ATPase activity	11.6994910657565	10.8659066297533	11.6994910657565	10.8659066297533	2236.66666666667	1288.81	NA	NA	NA	NA	11.6994910657565	10.8659066297533	11.6994910657565	10.8659066297533
GO:0008649	rRNA methyltransferase activity	9.89249435686434	8.71750817331096	9.89249435686434	8.71750817331096	58.4087666666667	12.7806866666667	NA	NA	NA	NA	9.89249435686434	8.71750817331096	9.89249435686434	8.71750817331096
GO:0015078	proton transmembrane transporter activity	11.3292985603247	10.427329057233	11.3292985603247	10.427329057233	NA	NA	NA	NA	NA	NA	11.3292985603247	10.427329057233	11.3292985603247	10.427329057233
GO:0015171	amino acid transmembrane transporter activity	3.98437232220465	4.02911638850732	3.98437232220465	4.02911638850732	1.07796333333333	0.161186666666667	NA	NA	NA	NA	3.98437232220465	4.02911638850732	3.98437232220465	4.02911638850732
GO:0016651	oxidoreductase activity, acting on NAD(P)H	10.3618750257784	9.00814960158791	10.3618750257784	9.00814960158791	104.6018	93.7438666666667	NA	NA	NA	NA	10.3618750257784	9.00814960158791	10.3618750257784	9.00814960158791
GO:0016763	transferase activity, transferring pentosyl groups	9.71323693777271	8.82856004912024	9.71323693777271	8.82856004912024	0.809341666666667	2.01036333333333	NA	NA	NA	NA	9.71323693777271	8.82856004912024	9.71323693777271	8.82856004912024
GO:0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses	10.0897841515509	9.09595862357589	10.0897841515509	9.09595862357589	9.16615666666667	9.19196333333333	NA	NA	NA	NA	10.0897841515509	9.09595862357589	10.0897841515509	9.09595862357589
GO:0016866	intramolecular transferase activity	10.4373817585579	9.20390159030466	10.4373817585579	9.20390159030466	NA	NA	NA	NA	NA	NA	10.4373817585579	9.20390159030466	10.4373817585579	9.20390159030466
GO:0016881	acid-amino acid ligase activity	9.36980802034931	8.83135703286675	9.36980802034931	8.83135703286675	23.0305	5.89679666666667	NA	NA	NA	NA	9.36980802034931	8.83135703286675	9.36980802034931	8.83135703286675
GO:0140102	catalytic activity, acting on a rRNA	9.89249435686434	8.71750817331096	NA	NA	NA	NA	NA	NA	NA	NA	9.89249435686434	8.71750817331096	NA	NA
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	10.2595660128922	8.65556076596084	10.2595660128922	8.65556076596084	1e-05	0.0474864	NA	NA	NA	NA	10.2595660128922	8.65556076596084	10.2595660128922	8.65556076596084
GO:0042625	ATPase-coupled ion transmembrane transporter activity	10.8259750338008	9.52147837052034	10.8259750338008	9.52147837052034	NA	NA	NA	NA	NA	NA	10.8259750338008	9.52147837052034	10.8259750338008	9.52147837052034
GO:0000166	nucleotide binding	14.5585589430666	13.5468962789343	14.5585589430666	13.5468962789343	504.614333333333	326.583	NA	NA	NA	NA	14.5585589430666	13.5468962789343	14.5585589430666	13.5468962789343
GO:0003723	RNA binding	14.1595761260535	12.744631525165	14.1595761260535	12.744631525165	4066.46666666667	1744.29333333333	NA	NA	NA	NA	14.1595761260535	12.744631525165	14.1595761260535	12.744631525165
GO:0015103	inorganic anion transmembrane transporter activity	10.4735647620707	9.2494048656183	10.4735647620707	9.2494048656183	2.14216333333333	4.00343666666667	NA	NA	NA	NA	10.4735647620707	9.2494048656183	10.4735647620707	9.2494048656183
GO:0016407	acetyltransferase activity	9.8061928764335	8.43923748629255	9.8061928764335	8.43923748629255	0.0409526666666667	0.0515158666666667	NA	NA	NA	NA	9.8061928764335	8.43923748629255	9.8061928764335	8.43923748629255
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	11.2382111786897	9.67249323314298	11.2382111786897	9.67249323314298	1e-05	0.0188275333333333	NA	NA	NA	NA	11.2382111786897	9.67249323314298	11.2382111786897	9.67249323314298
GO:0016780	phosphotransferase activity, for other substituted phosphate groups	9.05816529072666	8.17667961698601	9.05816529072666	8.17667961698601	0.458807333333333	0.336733666666667	NA	NA	NA	NA	9.05816529072666	8.17667961698601	9.05816529072666	8.17667961698601
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	8.32658747874653	7.45032751430285	8.32658747874653	7.45032751430285	6.71552666666667	12.3161166666667	NA	NA	NA	NA	8.32658747874653	7.45032751430285	8.32658747874653	7.45032751430285
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	8.98537886989146	7.33269106480934	8.98537886989146	7.33269106480934	NA	NA	NA	NA	NA	NA	8.98537886989146	7.33269106480934	8.98537886989146	7.33269106480934
GO:0046872	metal ion binding	14.953153640764	14.3302232155175	14.953153640764	14.3302232155175	11200.4	4744.94	NA	NA	NA	NA	14.953153640764	14.3302232155175	14.953153640764	14.3302232155175
GO:1901265	nucleoside phosphate binding	14.5585589430666	13.5468962789343	14.5585589430666	13.5468962789343	NA	NA	NA	NA	NA	NA	14.5585589430666	13.5468962789343	14.5585589430666	13.5468962789343
GO:1901505	carbohydrate derivative transmembrane transporter activity	3.01323643728262	1.59855224804404	3.01323643728262	1.59855224804404	NA	NA	NA	NA	NA	NA	3.01323643728262	1.59855224804404	3.01323643728262	1.59855224804404
GO:0008238	exopeptidase activity	8.86577372914378	7.85040647674245	8.86577372914378	7.85040647674245	NA	NA	NA	NA	NA	NA	8.86577372914378	7.85040647674245	8.86577372914378	7.85040647674245
GO:0003677	DNA binding	13.7144798004749	12.781234536095	13.7144798004749	12.781234536095	11757.1333333333	6259.51666666667	NA	NA	NA	NA	13.7144798004749	12.781234536095	13.7144798004749	12.781234536095
GO:0004527	exonuclease activity	9.36831881149988	8.29661897290325	9.36831881149988	8.29661897290325	47.0388	33.7115666666667	NA	NA	NA	NA	9.36831881149988	8.29661897290325	9.36831881149988	8.29661897290325
GO:0008170	N-methyltransferase activity	9.59040040312708	8.51261215855426	9.59040040312708	8.51261215855426	7.06643	8.98360666666667	NA	NA	NA	NA	9.59040040312708	8.51261215855426	9.59040040312708	8.51261215855426
GO:0008194	UDP-glycosyltransferase activity	7.92498067741263	5.58155756371956	7.92498067741263	5.58155756371956	NA	NA	NA	NA	NA	NA	7.92498067741263	5.58155756371956	7.92498067741263	5.58155756371956
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors	8.17384665437775	6.83428898928181	8.17384665437775	6.83428898928181	0.237785	0.341545333333333	NA	NA	NA	NA	8.17384665437775	6.83428898928181	8.17384665437775	6.83428898928181
GO:0016877	ligase activity, forming carbon-sulfur bonds	8.32442402343615	7.00728472876495	8.32442402343615	7.00728472876495	NA	NA	NA	NA	NA	NA	8.32442402343615	7.00728472876495	8.32442402343615	7.00728472876495
GO:0050662	coenzyme binding	13.0070414063986	11.8859065403973	13.0070414063986	11.8859065403973	167.657666666667	131.780166666667	NA	NA	NA	NA	13.0070414063986	11.8859065403973	13.0070414063986	11.8859065403973
GO:0004540	ribonuclease activity	10.0106234364633	8.29847695029365	10.0106234364633	8.29847695029365	75.1154333333333	14.2722666666667	NA	NA	NA	NA	10.0106234364633	8.29847695029365	10.0106234364633	8.29847695029365
GO:0015145	monosaccharide transmembrane transporter activity	4.44751955025649	6.08400886613506	4.44751955025649	6.08400886613506	4.01516333333333	16.1647333333333	NA	NA	NA	NA	4.44751955025649	6.08400886613506	4.44751955025649	6.08400886613506
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	7.88048708779014	5.67306371302453	7.88048708779014	5.67306371302454	8.66483666666667	2.14795066666667	NA	NA	NA	NA	7.88048708779014	5.67306371302453	7.88048708779014	5.67306371302454
GO:0019200	carbohydrate kinase activity	9.76605782748797	8.81998773828274	9.76605782748797	8.81998773828274	NA	NA	NA	NA	NA	NA	9.76605782748797	8.81998773828274	9.76605782748797	8.81998773828274
GO:0042887	amide transmembrane transporter activity	11.0298008887445	9.57180500934989	11.0298008887445	9.57180500934989	NA	NA	NA	NA	NA	NA	11.0298008887445	9.57180500934989	11.0298008887445	9.57180500934989
GO:0051119	sugar transmembrane transporter activity	4.44751955025649	6.08400886613506	NA	NA	NA	NA	NA	NA	NA	NA	4.44751955025649	6.08400886613506	NA	NA
GO:0004520	endodeoxyribonuclease activity	7.9071197467109	8.10995144479395	7.9071197467109	8.10995144479395	1e-05	0.0391376666666667	NA	NA	NA	NA	7.9071197467109	8.10995144479395	7.9071197467109	8.10995144479395
GO:0008175	tRNA methyltransferase activity	7.6674020345798	6.5042305520313	7.6674020345798	6.5042305520313	19.5008333333333	4.52054966666667	NA	NA	NA	NA	7.6674020345798	6.5042305520313	7.6674020345798	6.5042305520313
GO:0016782	transferase activity, transferring sulfur-containing groups	7.95858813231373	7.17981510913565	7.95858813231373	7.17981510913565	NA	NA	NA	NA	NA	NA	7.95858813231373	7.17981510913565	7.95858813231373	7.17981510913565
GO:0016832	aldehyde-lyase activity	9.36930567284976	7.82659238162606	9.36930567284976	7.82659238162607	50.6917	23.6575833333333	NA	NA	NA	NA	9.36930567284976	7.82659238162606	9.36930567284976	7.82659238162607
GO:0019239	deaminase activity	8.64811825192101	6.72657097271011	8.64811825192101	6.72657097271011	126.134	31.6861333333333	NA	NA	NA	NA	8.64811825192101	6.72657097271011	8.64811825192101	6.72657097271011
GO:0008094	DNA-dependent ATPase activity	9.400102388563	8.39696109683664	9.400102388563	8.39696109683664	277.674	169.2754	NA	NA	NA	NA	9.400102388563	8.39696109683664	9.400102388563	8.39696109683664
