id	name	namespace	T7_mean	T7A	T7B	T7C	T7A_n_peptide	T7B_n_peptide	T7C_n_peptide	T7A_n_samp_children	T7B_n_samp_children	T7C_n_samp_children
GO:0003735	structural constituent of ribosome	molecular_function	13.54610748144178	13.418788170365831	14.027871448861196	13.006627631289152	1	1	1	NA	NA	NA
GO:0003743	translation initiation factor activity	molecular_function	7.957636059189918	7.996151441563314	8.156568529131787	7.680268088389441	1	1	1	NA	NA	NA
GO:0003746	translation elongation factor activity	molecular_function	9.870691960508886	9.851513257050929	10.115095685112966	9.59944426203945	1	1	1	NA	NA	NA
GO:0003747	translation release factor activity	molecular_function	6.804238600695011	6.69044503281117	6.945713036298704	6.764473550992666	1	1	1	1.0	1.0	1.0
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	6.517969049186319	6.733855942469244	7.13190839267029	4.819673292180898	1	1	1	NA	NA	NA
GO:0003756	protein disulfide isomerase activity	molecular_function	-5.203105930045165	-16.609640474436812	-16.609640474436812	-3.618497775351852	1	1	1	NA	NA	NA
GO:0003774	motor activity	molecular_function	5.379075643740847	5.561014465996619	5.9400868596203615	4.0216929178215315	1	1	1	NA	NA	NA
GO:0003796	lysozyme activity	molecular_function	-4.368004836496756	-16.609640474436812	-16.609640474436812	-2.783240951510333	1	1	1	NA	NA	NA
GO:0003824	catalytic activity	molecular_function	17.651357277073696	17.517986506977213	17.403516994085077	17.968829211909025	1123	1123	1123	12.0	12.0	12.0
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	-3.3135989801859536	-16.609640474436812	-2.8449658167228704	-2.621080040865663	1	1	1	NA	NA	NA
GO:0003839	gamma-glutamylcyclotransferase activity	molecular_function	0.07761217222608206	0.7654668532341433	0.5517670062747021	-16.609640474436812	1	1	1	NA	NA	NA
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	4.760794006681896	4.811851177852459	5.562178303016552	2.584240972803697	1	1	1	NA	NA	NA
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular_function	3.0206396875031967	3.0544543295683617	2.8436060415654985	3.1473018138001017	1	1	1	NA	NA	NA
GO:0003844	1,4-alpha-glucan branching enzyme activity	molecular_function	1.632570684363265	1.9430361270892407	2.032467643195042	0.4497145496619753	1	1	1	NA	NA	NA
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	3.2112785844965934	3.3132124691217237	3.761178875998771	2.099753023230477	1	1	1	NA	NA	NA
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	4.554702421072332	5.033445027247803	5.069049060132765	2.065658470931991	1	1	1	NA	NA	NA
GO:0003852	2-isopropylmalate synthase activity	molecular_function	3.8860249328489185	4.127798338365821	4.399048015059346	2.529483653717142	1	1	1	NA	NA	NA
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	2.2494058977800253	2.0846153779000405	3.046332148938507	0.8171320436691342	1	1	1	NA	NA	NA
GO:0003856	3-dehydroquinate synthase activity	molecular_function	3.3056422668749947	3.2415885287614237	4.184431063250504	1.016496319896196	1	1	1	NA	NA	NA
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular_function	-4.118413683756604	-16.609640474436812	-16.609640474436812	-2.533618243805213	1	1	1	NA	NA	NA
GO:0003861	3-isopropylmalate dehydratase activity	molecular_function	4.886434388920055	5.035575525854006	5.6671910389472515	2.3557718174557927	1	1	1	NA	NA	NA
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular_function	3.3396405297313803	3.3745526569328295	4.0492212490587445	1.7839971708428497	1	1	1	NA	NA	NA
GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	molecular_function	5.774213380952655	3.8840215092589148	2.797967539266204	7.154473846005825	1	1	1	NA	NA	NA
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	4.509484720978757	4.22458828307292	4.1281118977648665	5.006706445388919	1	1	1	NA	NA	NA
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	5.328102821597018	5.7206286976902	5.77980863862661	3.682685652399299	1	1	1	NA	NA	NA
GO:0003867	4-aminobutyrate transaminase activity	molecular_function	-4.884921998234342	-3.6484078517907954	-16.609640474436812	-5.521090717419908	1	1	1	NA	NA	NA
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	-3.763072725201191	-4.106512903463906	-3.0572355430078857	-4.547084962311107	1	1	1	NA	NA	NA
GO:0003872	6-phosphofructokinase activity	molecular_function	8.365526326579516	8.3017705324551	8.740293476839055	7.943933044301877	1	1	1	NA	NA	NA
GO:0003879	ATP phosphoribosyltransferase activity	molecular_function	0.7695079966948765	0.1011525092535349	-0.8130304525429264	1.7958708247339357	1	1	1	NA	NA	NA
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular_function	-6.217462604802707	-16.609640474436812	-16.609640474436812	-4.6332159734266325	1	1	1	NA	NA	NA
GO:0003883	CTP synthase activity	molecular_function	5.889946413299518	5.45663204301218	5.61289502936966	6.410157906535972	1	1	1	NA	NA	NA
GO:0003886	DNA (cytosine-5-)-methyltransferase activity	molecular_function	-4.399476496593078	-2.8147169922196453	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	7.887537455614463	7.963664852297808	7.976323534852679	7.706944901794009	1	1	1	NA	NA	NA
GO:0003896	DNA primase activity	molecular_function	5.778664166154016	5.92895060086092	6.167032706594639	4.99601356079827	1	1	1	NA	NA	NA
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	8.360349643486453	8.131005493603116	8.484379043736189	8.440602192432033	2	2	2	1.0	1.0	1.0
GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function	-2.288261948141858	-2.719490218916155	-2.3481111283097698	-1.910854430503071	1	1	1	NA	NA	NA
GO:0003905	alkylbase DNA N-glycosylase activity	molecular_function	-2.4223734683103038	-1.6223276034457779	-16.609640474436812	-2.090335941999773	1	1	1	1.0	1.0	1.0
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	molecular_function	5.7829283377751155	6.000360628683515	5.8431170624955815	5.451474894808954	1	1	1	NA	NA	NA
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular_function	0.2801763748627009	1.3935589801249828	0.022559567748319756	-16.609640474436812	1	1	1	NA	NA	NA
GO:0003909	DNA ligase activity	molecular_function	3.668177760407824	3.6670464649461194	3.809031492683828	3.513328907058618	3	3	3	2.0	2.0	2.0
GO:0003910	DNA ligase (ATP) activity	molecular_function	-3.3755765144232024	-3.0892427817947423	-4.040520638337879	-3.1742566976368076	1	1	1	NA	NA	NA
GO:0003911	DNA ligase (NAD+) activity	molecular_function	3.640898520642953	3.6147098441152083	3.8027619093377782	3.487705000892794	1	1	1	NA	NA	NA
GO:0003913	DNA photolyase activity	molecular_function	-2.288261948141858	-2.719490218916155	-2.3481111283097698	-1.910854430503071	1	1	1	1.0	1.0	1.0
GO:0003916	DNA topoisomerase activity	molecular_function	6.564137800995731	6.570790779008565	6.800228211092504	6.273571835943118	2	2	2	2.0	2.0	2.0
GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	molecular_function	4.736624717195118	4.4988444208042315	4.998777699996506	4.666694111612781	1	1	1	NA	NA	NA
GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	molecular_function	6.086696028959456	6.1789595837851685	6.312432836809219	5.699443359705315	1	1	1	NA	NA	NA
GO:0003919	FMN adenylyltransferase activity	molecular_function	4.352459580160304	4.440606760074427	4.689427767152118	3.7830584700653707	1	1	1	NA	NA	NA
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	5.706025806469628	5.438395992602212	5.84203599652491	5.804249788503712	1	1	1	NA	NA	NA
GO:0003924	GTPase activity	molecular_function	9.361669679492774	9.283562998023902	9.703865516238992	9.01246252335507	1	1	1	NA	NA	NA
GO:0003933	GTP cyclohydrolase activity	molecular_function	5.599184242998326	5.639237223093798	6.101155052155475	4.751566627884829	4	4	4	3.0	3.0	3.0
GO:0003934	GTP cyclohydrolase I activity	molecular_function	5.288881450529824	5.297470242171339	5.758020623462511	4.575161033425394	1	1	1	NA	NA	NA
GO:0003935	GTP cyclohydrolase II activity	molecular_function	3.1353488024170724	3.27871334738022	3.821924460765467	1.3297550857447469	1	1	1	NA	NA	NA
GO:0003937	IMP cyclohydrolase activity	molecular_function	1.1848325076154915	1.1148867013816783	1.5246604949760003	0.829557338851006	1	1	1	NA	NA	NA
GO:0003938	IMP dehydrogenase activity	molecular_function	6.391120405440842	6.271681516627373	6.617661403367547	6.25415182490954	1	1	1	NA	NA	NA
GO:0003939	L-iditol 2-dehydrogenase activity	molecular_function	3.1451959331118773	3.499960660465699	3.826375607747651	0.05927220257349533	1	1	1	NA	NA	NA
GO:0003941	L-serine ammonia-lyase activity	molecular_function	-2.771326176183253	-2.96615627743157	-16.609640474436812	-1.6830109042616461	1	1	1	NA	NA	NA
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular_function	3.0467256114893906	3.520522825066974	3.3207431557747014	1.7322431460826213	1	1	1	NA	NA	NA
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	molecular_function	3.7114916027645317	3.8224242437752523	3.982190460045005	3.2248444636918254	1	1	1	NA	NA	NA
GO:0003951	NAD+ kinase activity	molecular_function	6.036671096259772	6.167681068724858	6.442673172488146	5.250624349621224	1	1	1	NA	NA	NA
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	6.368504715430943	6.084638336378267	6.157361084316629	6.7633053338100755	1	1	1	NA	NA	NA
GO:0003954	NADH dehydrogenase activity	molecular_function	7.902961361696758	7.887393180115022	8.390161258939342	7.187502432297124	3	3	3	1.0	1.0	1.0
GO:0003957	NAD(P)+ transhydrogenase (B-specific) activity	molecular_function	-4.163081819037447	-3.7942571786232735	-16.609640474436812	-3.3903342872538187	1	1	1	NA	NA	NA
GO:0003960	NADPH:quinone reductase activity	molecular_function	-5.685295586665756	-16.609640474436812	-16.609640474436812	-4.1008280826267836	1	1	1	NA	NA	NA
GO:0003961	O-acetylhomoserine aminocarboxypropyltransferase activity	molecular_function	2.9235758076793132	3.2906264024180634	3.524715650673383	0.5530262115835765	1	1	1	NA	NA	NA
GO:0003962	cystathionine gamma-synthase activity	molecular_function	-5.962979768238434	-16.609640474436812	-16.609640474436812	-4.378617347820121	1	1	1	NA	NA	NA
GO:0003963	RNA-3'-phosphate cyclase activity	molecular_function	-2.0875207906649735	-2.2601380751389497	-2.2102356987583316	-1.8313425620852208	1	1	1	NA	NA	NA
GO:0003973	(S)-2-hydroxy-acid oxidase activity	molecular_function	-4.866954903043397	-3.903954095007844	-16.609640474436812	-4.7960877280202725	1	1	1	1.0	1.0	1.0
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	5.237053769904431	5.3085247026000735	5.643414657534334	4.556380364210588	1	1	1	NA	NA	NA
GO:0003978	UDP-glucose 4-epimerase activity	molecular_function	4.152833486088492	4.531081972732882	4.778397838842776	1.4855504814457818	1	1	1	NA	NA	NA
GO:0003979	UDP-glucose 6-dehydrogenase activity	molecular_function	2.710401274473036	2.9561328752656526	3.173456880539046	1.512297691894987	1	1	1	NA	NA	NA
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	molecular_function	3.3797946812066275	3.3283051192156163	4.1513149441537855	1.7715306699056808	1	1	1	NA	NA	NA
GO:0003984	acetolactate synthase activity	molecular_function	5.665613532277245	5.83258372533829	6.370589770969001	3.6492705504971843	1	1	1	NA	NA	NA
GO:0003985	acetyl-CoA C-acetyltransferase activity	molecular_function	3.358740858362308	1.328509063956485	1.1304828401617113	4.7045732159951	1	1	1	NA	NA	NA
GO:0003987	acetate-CoA ligase activity	molecular_function	-1.4261498245751631	-2.9555191466742166	-0.7277068162633455	-1.3823592233521953	1	1	1	NA	NA	NA
GO:0003988	acetyl-CoA C-acyltransferase activity	molecular_function	3.3650693154752753	1.3782968121660197	1.1304894298413655	4.707176957205942	2	2	2	1.0	1.0	1.0
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	5.293261341069663	4.856836334738757	5.525589712287407	5.412693470841332	1	1	1	NA	NA	NA
GO:0003991	acetylglutamate kinase activity	molecular_function	1.2095097206156207	1.6200326846413489	1.5810957096278857	-0.19763139509664307	1	1	1	NA	NA	NA
GO:0003992	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	molecular_function	1.1624743128074875	0.8819151606107865	1.8110106099329575	0.4473464423691253	1	1	1	NA	NA	NA
GO:0003993	acid phosphatase activity	molecular_function	4.434730519149948	4.517464680181128	4.439117773372473	4.342284499290453	1	1	1	NA	NA	NA
GO:0003994	aconitate hydratase activity	molecular_function	3.18977238375975	3.761583144239909	3.6662680376228534	0.15770344669343264	1	1	1	NA	NA	NA
GO:0003995	acyl-CoA dehydrogenase activity	molecular_function	-2.9187643739731595	-2.717777045537589	-15.609640474436812	-2.0309552644538575	2	2	2	1.0	1.0	1.0
GO:0003999	adenine phosphoribosyltransferase activity	molecular_function	6.257460761383499	5.827427818348761	6.400736013314966	6.463285675365914	1	1	1	NA	NA	NA
GO:0004000	adenosine deaminase activity	molecular_function	4.566484818165867	4.761935190865375	5.198392784249825	2.8548099513698086	3	3	3	1.0	1.0	1.0
GO:0004003	DNA helicase activity	molecular_function	5.2838921478753145	5.521864222700352	5.631552507799141	4.416589815226078	1	1	1	2.0	2.0	2.0
GO:0004004	RNA helicase activity	molecular_function	-3.289474557661403	-2.77408346652334	-16.609640474436812	-2.638231640580847	1	1	1	NA	NA	NA
GO:0004008	copper transmembrane transporter activity, phosphorylative mechanism	molecular_function	3.547140494275447	3.6819889099860257	2.649150962944071	3.9964520211583126	1	1	1	NA	NA	NA
GO:0004013	adenosylhomocysteinase activity	molecular_function	5.115062382960369	5.256882339408529	5.477751791500704	4.404031139621825	1	1	1	NA	NA	NA
GO:0004014	adenosylmethionine decarboxylase activity	molecular_function	7.66116764332847	7.890483173044053	8.025953444644271	6.772281578803562	1	1	1	NA	NA	NA
GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	molecular_function	-2.164309362180885	-1.033297853170885	-3.7128407463352673	-3.2596682004172366	1	1	1	NA	NA	NA
GO:0004016	adenylate cyclase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0004017	adenylate kinase activity	molecular_function	5.022853068819145	4.286932882850737	4.591356282159805	5.752360574134429	1	1	1	NA	NA	NA
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular_function	3.9784101261326055	4.049517508233491	4.540014866392632	2.900051424724744	1	1	1	NA	NA	NA
GO:0004019	adenylosuccinate synthase activity	molecular_function	5.2505169771507125	5.2835106789649515	5.415028482406661	5.026335312779918	1	1	1	NA	NA	NA
GO:0004020	adenylylsulfate kinase activity	molecular_function	3.8615801881964797	4.023468280503906	4.761306551892617	-2.1465120792482146	1	1	1	NA	NA	NA
GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity	molecular_function	-6.069625478847121	-16.609640474436812	-16.609640474436812	-4.48530910805778	1	1	1	NA	NA	NA
GO:0004022	alcohol dehydrogenase (NAD+) activity	molecular_function	3.1560505181338323	3.292042546711313	4.017556735262489	-0.41368392471212023	1	1	1	NA	NA	NA
GO:0004029	aldehyde dehydrogenase (NAD+) activity	molecular_function	3.0723757416070105	3.128399421340257	2.8436120711053756	3.2190799963023786	4	4	4	3.0	3.0	3.0
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	3.319364448061971	3.3557834577741588	3.3390832115590574	3.2614819523357244	6	6	6	2.0	2.0	2.0
GO:0004033	aldo-keto reductase (NADP) activity	molecular_function	-4.194733302617946	-15.609640474436812	-15.609640474436812	-2.6101230971958547	2	2	2	1.0	1.0	1.0
GO:0004034	aldose 1-epimerase activity	molecular_function	-5.780377572582862	-16.609640474436812	-16.609640474436812	-4.195943796920448	1	1	1	NA	NA	NA
GO:0004038	allantoinase activity	molecular_function	-7.289847945782952	-16.609640474436812	-16.609640474436812	-5.706391264170707	1	1	1	NA	NA	NA
GO:0004040	amidase activity	molecular_function	0.2055351488132347	-0.2553910924915709	-0.09932134620876217	0.7554089154692244	1	1	1	NA	NA	NA
GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	molecular_function	1.4119269439515691	1.448694837130792	2.052714975427575	0.14313215555576805	1	1	1	NA	NA	NA
GO:0004044	amidophosphoribosyltransferase activity	molecular_function	0.9690221342689941	0.38855326540888485	1.4307723345312768	0.9011468688706851	1	1	1	NA	NA	NA
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular_function	3.3589410146724963	3.3277592097496727	3.8454398693745726	2.6700743805082374	1	1	1	NA	NA	NA
GO:0004047	aminomethyltransferase activity	molecular_function	6.749328217511412	6.848385079557171	6.378371161730778	6.958042244574165	1	1	1	NA	NA	NA
GO:0004048	anthranilate phosphoribosyltransferase activity	molecular_function	4.967211039115722	5.931534147364013	4.83174552846922	2.114920007589785	1	1	1	NA	NA	NA
GO:0004049	anthranilate synthase activity	molecular_function	3.4986508514082675	4.5554664799618365	3.144522837254143	0.6342958707012424	1	1	1	NA	NA	NA
GO:0004055	argininosuccinate synthase activity	molecular_function	0.8140554268218488	0.7146279872489512	1.2976081675483808	0.23286947203843064	1	1	1	NA	NA	NA
GO:0004056	argininosuccinate lyase activity	molecular_function	0.992413150559246	0.3164354110105002	1.5291262871576674	0.8774851304281889	1	1	1	NA	NA	NA
GO:0004061	arylformamidase activity	molecular_function	3.6590465757243527	3.1593918384437423	3.708893509040787	3.9896840032977345	1	1	1	NA	NA	NA
GO:0004065	arylsulfatase activity	molecular_function	-5.591060078956423	-5.061271284979227	-16.609640474436812	-4.953403334622463	1	1	1	NA	NA	NA
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	-1.8668924572325074	-1.34702439105224	-1.7624656498192202	-2.8927781529282854	1	1	1	NA	NA	NA
GO:0004067	asparaginase activity	molecular_function	4.453214653887304	4.140222407617074	4.179096972409117	4.905360527785889	1	1	1	NA	NA	NA
